Filebench Version 1.5-alpha3
0.000: Allocated 173MB of shared memory
0.002: Web-server Version 3.1 personality successfully loaded
0.002: Populating and pre-allocating filesets
0.004: logfiles populated: 1 files, avg. dir. width = 20, avg. dir. depth = 0.0, 0 leafdirs, 0.002MB total size
0.004: Removing logfiles tree (if exists)
0.007: Pre-allocating directories in logfiles tree
0.007: Pre-allocating files in logfiles tree
0.011: bigfileset populated: 8000 files, avg. dir. width = 20, avg. dir. depth = 3.0, 0 leafdirs, 123.244MB total size
0.011: Removing bigfileset tree (if exists)
1.167: Pre-allocating directories in bigfileset tree
1.189: Pre-allocating files in bigfileset tree
1.677: Waiting for pre-allocation to finish (in case of a parallel pre-allocation)
1.677: Population and pre-allocation of filesets completed
1.678: Starting 1 filereader instances
2.681: Running...and log for each ten seconds...
12.685: parser_run Run took 10 seconds...
12.735: Per-Operation Breakdown
appendlog            182281ops    18227ops/s 142.3mb/s 948633.2ns/op [34ns - 392465160ns]
closefile10          182196ops    18218ops/s   0.0mb/s   1140.4ns/op [279ns - 3502211ns]
readfile10           182196ops    18218ops/s 279.9mb/s   8241.3ns/op [921ns - 12593862ns]
openfile10           182197ops    18218ops/s   0.0mb/s 112792.2ns/op [1343ns - 144271367ns]
closefile9           182197ops    18218ops/s   0.0mb/s   1757.3ns/op [281ns - 94867910ns]
readfile9            182197ops    18218ops/s 280.7mb/s   8591.2ns/op [886ns - 47796528ns]
openfile9            182197ops    18218ops/s   0.0mb/s 110014.4ns/op [1460ns - 150925198ns]
closefile8           182198ops    18218ops/s   0.0mb/s   1075.6ns/op [276ns - 4297159ns]
readfile8            182198ops    18218ops/s 280.0mb/s   9458.9ns/op [873ns - 140066510ns]
openfile8            182201ops    18219ops/s   0.0mb/s 109992.6ns/op [1517ns - 103657814ns]
closefile7           182202ops    18219ops/s   0.0mb/s   1152.0ns/op [280ns - 10712669ns]
readfile7            182202ops    18219ops/s 281.1mb/s   8354.9ns/op [910ns - 14205977ns]
openfile7            182203ops    18219ops/s   0.0mb/s 112413.8ns/op [1587ns - 126806291ns]
closefile6           182205ops    18219ops/s   0.0mb/s   1182.1ns/op [333ns - 6410255ns]
readfile6            182205ops    18219ops/s 281.0mb/s   8432.7ns/op [930ns - 27652855ns]
openfile6            182205ops    18219ops/s   0.0mb/s 109355.1ns/op [1541ns - 97266025ns]
closefile5           182205ops    18219ops/s   0.0mb/s   1077.5ns/op [275ns - 5406970ns]
readfile5            182205ops    18219ops/s 280.6mb/s   8431.2ns/op [933ns - 31434725ns]
openfile5            182205ops    18219ops/s   0.0mb/s 109483.1ns/op [1414ns - 123587471ns]
closefile4           182206ops    18219ops/s   0.0mb/s   1155.1ns/op [290ns - 14178945ns]
readfile4            182206ops    18219ops/s 279.7mb/s   8349.2ns/op [890ns - 8779071ns]
openfile4            182206ops    18219ops/s   0.0mb/s 117552.2ns/op [1609ns - 117979976ns]
closefile3           182207ops    18219ops/s   0.0mb/s   1322.5ns/op [282ns - 39772642ns]
readfile3            182207ops    18219ops/s 280.7mb/s   8397.2ns/op [940ns - 30643923ns]
openfile3            182208ops    18219ops/s   0.0mb/s 116050.3ns/op [1470ns - 151178784ns]
closefile2           182209ops    18219ops/s   0.0mb/s   1859.1ns/op [282ns - 132756100ns]
readfile2            182209ops    18219ops/s 281.5mb/s   8230.0ns/op [942ns - 9253715ns]
openfile2            182213ops    18220ops/s   0.0mb/s 121438.2ns/op [1446ns - 76747150ns]
closefile1           182213ops    18220ops/s   0.0mb/s   1359.8ns/op [347ns - 3845759ns]
readfile1            182213ops    18220ops/s 281.3mb/s   9036.8ns/op [953ns - 15945950ns]
openfile1            182213ops    18220ops/s   0.0mb/s 131402.9ns/op [1865ns - 166743742ns]
12.735: IO Summary: 5648405 ops 564792.810 ops/s 182188/18227 rd/wr 2949.0mb/s   0.2ms/op
22.748: parser_run Run took 20 seconds...
22.798: Per-Operation Breakdown
appendlog            162759ops    16257ops/s 126.8mb/s 1755675.8ns/op [32ns - 559993140ns]
closefile10          162762ops    16257ops/s   0.0mb/s   1490.5ns/op [276ns - 70675836ns]
readfile10           162762ops    16257ops/s 250.4mb/s   8139.8ns/op [753ns - 33320015ns]
openfile10           162765ops    16257ops/s   0.0mb/s  95272.5ns/op [1374ns - 102072661ns]
closefile9           162768ops    16258ops/s   0.0mb/s   1079.1ns/op [278ns - 7084259ns]
readfile9            162768ops    16258ops/s 251.0mb/s   7918.5ns/op [804ns - 36000101ns]
openfile9            162770ops    16258ops/s   0.0mb/s  92450.6ns/op [1419ns - 87174925ns]
closefile8           162773ops    16258ops/s   0.0mb/s   1622.1ns/op [279ns - 41103284ns]
readfile8            162774ops    16258ops/s 250.3mb/s   8229.8ns/op [852ns - 31914041ns]
openfile8            162773ops    16258ops/s   0.0mb/s  97442.9ns/op [1322ns - 142988272ns]
closefile7           162775ops    16258ops/s   0.0mb/s   1076.6ns/op [275ns - 16048899ns]
readfile7            162776ops    16258ops/s 251.0mb/s   8641.3ns/op [836ns - 44547553ns]
openfile7            162780ops    16259ops/s   0.0mb/s  96866.3ns/op [1401ns - 136479298ns]
closefile6           162780ops    16259ops/s   0.0mb/s   1104.4ns/op [283ns - 24446532ns]
readfile6            162780ops    16259ops/s 250.5mb/s   8592.6ns/op [885ns - 60847597ns]
openfile6            162782ops    16259ops/s   0.0mb/s  93831.7ns/op [1345ns - 75185970ns]
closefile5           162788ops    16260ops/s   0.0mb/s   1441.5ns/op [277ns - 26346070ns]
readfile5            162788ops    16260ops/s 249.8mb/s   8827.2ns/op [763ns - 73918704ns]
openfile5            162790ops    16260ops/s   0.0mb/s  97836.4ns/op [1500ns - 92989373ns]
closefile4           162791ops    16260ops/s   0.0mb/s   1182.0ns/op [291ns - 7848490ns]
readfile4            162791ops    16260ops/s 250.6mb/s   7825.5ns/op [866ns - 27951561ns]
openfile4            162795ops    16260ops/s   0.0mb/s  95235.3ns/op [1548ns - 121042856ns]
closefile3           162795ops    16260ops/s   0.0mb/s   1197.3ns/op [271ns - 11057519ns]
readfile3            162795ops    16260ops/s 249.7mb/s   8376.4ns/op [816ns - 26360713ns]
openfile3            162799ops    16261ops/s   0.0mb/s 102464.0ns/op [1483ns - 116404367ns]
closefile2           162806ops    16261ops/s   0.0mb/s   1275.9ns/op [281ns - 25972002ns]
readfile2            162806ops    16261ops/s 250.5mb/s   8864.4ns/op [865ns - 69901843ns]
openfile2            162807ops    16262ops/s   0.0mb/s 103315.0ns/op [1555ns - 98861942ns]
closefile1           162809ops    16262ops/s   0.0mb/s   1350.9ns/op [287ns - 6445683ns]
readfile1            162809ops    16262ops/s 251.1mb/s   9151.6ns/op [836ns - 32230151ns]
openfile1            162814ops    16262ops/s   0.0mb/s 103908.7ns/op [1685ns - 101708222ns]
22.798: IO Summary: 5046330 ops 504040.479 ops/s 162594/16257 rd/wr 2631.7mb/s   0.3ms/op
32.800: parser_run Run took 30 seconds...
32.851: Per-Operation Breakdown
appendlog            168762ops    16875ops/s 131.6mb/s 1199177.2ns/op [36ns - 402604264ns]
closefile10          168766ops    16875ops/s   0.0mb/s   1138.3ns/op [278ns - 12477840ns]
readfile10           168766ops    16875ops/s 259.6mb/s   8149.1ns/op [853ns - 26905392ns]
openfile10           168761ops    16875ops/s   0.0mb/s 104154.7ns/op [1331ns - 128708658ns]
closefile9           168759ops    16875ops/s   0.0mb/s   1119.1ns/op [273ns - 3610453ns]
readfile9            168759ops    16875ops/s 260.9mb/s   8447.0ns/op [945ns - 36719561ns]
openfile9            168757ops    16875ops/s   0.0mb/s 100739.8ns/op [1300ns - 83566636ns]
closefile8           168753ops    16874ops/s   0.0mb/s   1360.7ns/op [274ns - 19175778ns]
readfile8            168752ops    16874ops/s 260.2mb/s   8430.2ns/op [826ns - 61326788ns]
openfile8            168750ops    16874ops/s   0.0mb/s 105138.1ns/op [1438ns - 133265983ns]
closefile7           168747ops    16874ops/s   0.0mb/s   1359.1ns/op [276ns - 15114877ns]
readfile7            168746ops    16873ops/s 260.2mb/s   8697.2ns/op [794ns - 62783368ns]
openfile7            168741ops    16873ops/s   0.0mb/s  99551.4ns/op [1309ns - 74160892ns]
closefile6           168739ops    16873ops/s   0.0mb/s   1236.5ns/op [277ns - 13617161ns]
readfile6            168739ops    16873ops/s 259.7mb/s   8534.7ns/op [864ns - 18315995ns]
openfile6            168737ops    16873ops/s   0.0mb/s 101463.2ns/op [1418ns - 108768873ns]
closefile5           168731ops    16872ops/s   0.0mb/s   1168.0ns/op [276ns - 9293366ns]
readfile5            168731ops    16872ops/s 259.9mb/s   8852.4ns/op [829ns - 87323216ns]
openfile5            168729ops    16872ops/s   0.0mb/s 106477.1ns/op [1466ns - 128242672ns]
closefile4           168727ops    16872ops/s   0.0mb/s   1810.7ns/op [279ns - 63190800ns]
readfile4            168727ops    16872ops/s 259.8mb/s   8381.8ns/op [936ns - 65673103ns]
openfile4            168723ops    16871ops/s   0.0mb/s 104243.7ns/op [1341ns - 58245057ns]
closefile3           168722ops    16871ops/s   0.0mb/s   1095.1ns/op [276ns - 10269450ns]
readfile3            168722ops    16871ops/s 259.0mb/s   8203.3ns/op [842ns - 19529042ns]
openfile3            168717ops    16871ops/s   0.0mb/s 110025.5ns/op [1383ns - 108158517ns]
closefile2           168709ops    16870ops/s   0.0mb/s    982.8ns/op [274ns - 8309675ns]
readfile2            168709ops    16870ops/s 259.4mb/s   8982.4ns/op [897ns - 61874340ns]
openfile2            168704ops    16869ops/s   0.0mb/s 114862.4ns/op [1408ns - 107974688ns]
closefile1           168702ops    16869ops/s   0.0mb/s   1407.6ns/op [287ns - 14813251ns]
readfile1            168702ops    16869ops/s 260.5mb/s   9931.3ns/op [860ns - 105744069ns]
openfile1            168697ops    16869ops/s   0.0mb/s 117726.4ns/op [1640ns - 136393985ns]
32.851: IO Summary: 5230786 ops 523042.292 ops/s 168724/16875 rd/wr 2730.9mb/s   0.2ms/op
42.854: parser_run Run took 40 seconds...
42.903: Per-Operation Breakdown
appendlog            176345ops    17633ops/s 137.7mb/s 867128.0ns/op [35ns - 122828876ns]
closefile10          176353ops    17634ops/s   0.0mb/s   1157.3ns/op [276ns - 3940499ns]
readfile10           176353ops    17634ops/s 272.3mb/s   8037.2ns/op [869ns - 22689294ns]
openfile10           176358ops    17634ops/s   0.0mb/s 105102.3ns/op [1271ns - 48031904ns]
closefile9           176361ops    17635ops/s   0.0mb/s   1050.9ns/op [283ns - 4260522ns]
readfile9            176361ops    17635ops/s 271.3mb/s   7805.5ns/op [832ns - 8577220ns]
openfile9            176366ops    17635ops/s   0.0mb/s 104512.0ns/op [1340ns - 52750842ns]
closefile8           176366ops    17635ops/s   0.0mb/s   1250.7ns/op [279ns - 5038790ns]
readfile8            176366ops    17635ops/s 272.4mb/s   8476.2ns/op [853ns - 40341522ns]
openfile8            176367ops    17635ops/s   0.0mb/s 105089.9ns/op [1270ns - 49778461ns]
closefile7           176371ops    17636ops/s   0.0mb/s   1314.7ns/op [280ns - 53245540ns]
readfile7            176371ops    17636ops/s 271.5mb/s   7961.0ns/op [730ns - 32489197ns]
openfile7            176373ops    17636ops/s   0.0mb/s 106164.7ns/op [1319ns - 63859192ns]
closefile6           176375ops    17636ops/s   0.0mb/s   1447.9ns/op [297ns - 30701095ns]
