Filebench Version 1.5-alpha3
0.000: Allocated 173MB of shared memory
0.002: Web-server Version 3.1 personality successfully loaded
0.002: Populating and pre-allocating filesets
0.004: logfiles populated: 1 files, avg. dir. width = 20, avg. dir. depth = 0.0, 0 leafdirs, 0.002MB total size
0.004: Removing logfiles tree (if exists)
0.005: Pre-allocating directories in logfiles tree
0.005: Pre-allocating files in logfiles tree
0.009: bigfileset populated: 8000 files, avg. dir. width = 20, avg. dir. depth = 3.0, 0 leafdirs, 123.244MB total size
0.009: Removing bigfileset tree (if exists)
1.033: Pre-allocating directories in bigfileset tree
1.047: Pre-allocating files in bigfileset tree
1.560: Waiting for pre-allocation to finish (in case of a parallel pre-allocation)
1.560: Population and pre-allocation of filesets completed
1.560: Starting 1 filereader instances
2.564: Running...and log for each ten seconds...
12.567: parser_run Run took 10 seconds...
12.635: Per-Operation Breakdown
appendlog            162361ops    16235ops/s 126.6mb/s 2687021.7ns/op [29ns - 134895754ns]
closefile10          162271ops    16226ops/s   0.0mb/s   1060.3ns/op [277ns - 4495952ns]
readfile10           162271ops    16226ops/s 249.8mb/s   8232.4ns/op [823ns - 12486901ns]
openfile10           162273ops    16226ops/s   0.0mb/s  83350.7ns/op [1198ns - 98501068ns]
closefile9           162273ops    16226ops/s   0.0mb/s   1052.8ns/op [266ns - 6836673ns]
readfile9            162273ops    16226ops/s 249.0mb/s   8044.5ns/op [777ns - 14526350ns]
openfile9            162273ops    16226ops/s   0.0mb/s  83622.4ns/op [1317ns - 40676004ns]
closefile8           162274ops    16226ops/s   0.0mb/s   1403.4ns/op [271ns - 31916374ns]
readfile8            162275ops    16226ops/s 250.4mb/s   8759.9ns/op [797ns - 43918152ns]
openfile8            162275ops    16226ops/s   0.0mb/s  83578.5ns/op [1393ns - 83135191ns]
closefile7           162275ops    16226ops/s   0.0mb/s   1024.3ns/op [275ns - 4515197ns]
readfile7            162275ops    16226ops/s 250.8mb/s   7779.2ns/op [808ns - 10454206ns]
openfile7            162277ops    16227ops/s   0.0mb/s  84976.2ns/op [1383ns - 77243444ns]
closefile6           162277ops    16227ops/s   0.0mb/s   1214.9ns/op [273ns - 17315242ns]
readfile6            162277ops    16227ops/s 250.1mb/s   8528.4ns/op [799ns - 19733975ns]
openfile6            162278ops    16227ops/s   0.0mb/s  85688.4ns/op [1412ns - 107200965ns]
closefile5           162279ops    16227ops/s   0.0mb/s   1180.9ns/op [278ns - 12607015ns]
readfile5            162281ops    16227ops/s 249.4mb/s   8376.3ns/op [796ns - 52148294ns]
openfile5            162281ops    16227ops/s   0.0mb/s  87610.2ns/op [1342ns - 125872683ns]
closefile4           162282ops    16227ops/s   0.0mb/s   1136.1ns/op [280ns - 6800222ns]
readfile4            162282ops    16227ops/s 249.8mb/s   8094.5ns/op [889ns - 25644557ns]
openfile4            162283ops    16227ops/s   0.0mb/s  88539.8ns/op [1345ns - 106871992ns]
closefile3           162285ops    16227ops/s   0.0mb/s   1225.9ns/op [274ns - 13754279ns]
readfile3            162285ops    16227ops/s 249.8mb/s   8184.6ns/op [833ns - 31510840ns]
openfile3            162286ops    16227ops/s   0.0mb/s  89005.1ns/op [1467ns - 106646963ns]
closefile2           162288ops    16228ops/s   0.0mb/s   1385.4ns/op [279ns - 6749550ns]
readfile2            162288ops    16228ops/s 250.4mb/s   8928.7ns/op [835ns - 25254569ns]
openfile2            162288ops    16228ops/s   0.0mb/s  95404.2ns/op [1387ns - 131054633ns]
closefile1           162288ops    16228ops/s   0.0mb/s   1500.8ns/op [304ns - 7969408ns]
readfile1            162288ops    16228ops/s 250.4mb/s   8594.2ns/op [872ns - 13523125ns]
openfile1            162288ops    16228ops/s   0.0mb/s 112574.1ns/op [1544ns - 96206257ns]
12.635: IO Summary: 5030750 ops 503038.509 ops/s 162268/16235 rd/wr 2626.4mb/s   0.3ms/op
22.639: parser_run Run took 20 seconds...
22.688: Per-Operation Breakdown
appendlog            172795ops    17278ops/s 135.3mb/s 972538.7ns/op [35ns - 182248495ns]
closefile10          172799ops    17278ops/s   0.0mb/s   1165.3ns/op [274ns - 6226803ns]
readfile10           172799ops    17278ops/s 265.1mb/s   7936.5ns/op [860ns - 25522502ns]
openfile10           172803ops    17279ops/s   0.0mb/s 111732.9ns/op [1256ns - 180987557ns]
closefile9           172808ops    17279ops/s   0.0mb/s   1414.6ns/op [270ns - 36139642ns]
readfile9            172808ops    17279ops/s 266.2mb/s   8184.0ns/op [859ns - 56237759ns]
openfile9            172812ops    17280ops/s   0.0mb/s 108178.4ns/op [1323ns - 110942608ns]
closefile8           172814ops    17280ops/s   0.0mb/s   1015.7ns/op [278ns - 4612817ns]
readfile8            172813ops    17280ops/s 266.2mb/s   8059.7ns/op [816ns - 14103024ns]
openfile8            172820ops    17280ops/s   0.0mb/s 106762.1ns/op [1337ns - 90792614ns]
closefile7           172828ops    17281ops/s   0.0mb/s   1058.9ns/op [274ns - 3314526ns]
readfile7            172828ops    17281ops/s 266.4mb/s   8129.3ns/op [713ns - 35263648ns]
openfile7            172831ops    17282ops/s   0.0mb/s 107422.1ns/op [1332ns - 80059421ns]
closefile6           172832ops    17282ops/s   0.0mb/s   1078.1ns/op [275ns - 4480387ns]
readfile6            172834ops    17282ops/s 267.0mb/s   8536.7ns/op [798ns - 34990862ns]
openfile6            172839ops    17282ops/s   0.0mb/s 109492.6ns/op [1402ns - 144109998ns]
closefile5           172844ops    17283ops/s   0.0mb/s   1133.5ns/op [280ns - 6569400ns]
readfile5            172842ops    17283ops/s 265.9mb/s   8236.8ns/op [802ns - 23493240ns]
openfile5            172845ops    17283ops/s   0.0mb/s 107862.8ns/op [1439ns - 124613624ns]
closefile4           172847ops    17283ops/s   0.0mb/s   1071.7ns/op [280ns - 4554615ns]
readfile4            172847ops    17283ops/s 266.0mb/s   7980.3ns/op [795ns - 19105373ns]
openfile4            172846ops    17283ops/s   0.0mb/s 108647.7ns/op [1357ns - 124190343ns]
closefile3           172850ops    17283ops/s   0.0mb/s   1193.6ns/op [286ns - 8200279ns]
readfile3            172850ops    17283ops/s 266.9mb/s   8019.5ns/op [856ns - 21893005ns]
openfile3            172852ops    17284ops/s   0.0mb/s 113685.6ns/op [1385ns - 95973898ns]
