Filebench Version 1.5-alpha3
0.000: Allocated 173MB of shared memory
0.002: Web-server Version 3.1 personality successfully loaded
0.002: Populating and pre-allocating filesets
0.004: logfiles populated: 1 files, avg. dir. width = 20, avg. dir. depth = 0.0, 0 leafdirs, 0.002MB total size
0.004: Removing logfiles tree (if exists)
0.010: Pre-allocating directories in logfiles tree
0.010: Pre-allocating files in logfiles tree
0.014: bigfileset populated: 8000 files, avg. dir. width = 20, avg. dir. depth = 3.0, 0 leafdirs, 123.244MB total size
0.014: Removing bigfileset tree (if exists)
1.118: Pre-allocating directories in bigfileset tree
1.122: Pre-allocating files in bigfileset tree
1.601: Waiting for pre-allocation to finish (in case of a parallel pre-allocation)
1.601: Population and pre-allocation of filesets completed
1.601: Starting 1 filereader instances
2.604: Running...and log for each ten seconds...
12.625: parser_run Run took 10 seconds...
12.725: Per-Operation Breakdown
appendlog            163509ops    16321ops/s 127.4mb/s 2284211.1ns/op [32ns - 222689552ns]
closefile10          163413ops    16311ops/s   0.0mb/s   1076.0ns/op [279ns - 9957067ns]
readfile10           163413ops    16311ops/s 251.8mb/s   8608.3ns/op [784ns - 39414542ns]
openfile10           163415ops    16311ops/s   0.0mb/s  94755.7ns/op [1382ns - 96087247ns]
closefile9           163415ops    16311ops/s   0.0mb/s   1222.1ns/op [271ns - 11802447ns]
readfile9            163416ops    16312ops/s 250.6mb/s   9392.3ns/op [860ns - 125128544ns]
openfile9            163418ops    16312ops/s   0.0mb/s  92717.9ns/op [1442ns - 142308017ns]
closefile8           163423ops    16312ops/s   0.0mb/s   1152.4ns/op [276ns - 5125596ns]
readfile8            163424ops    16312ops/s 250.3mb/s   9561.2ns/op [880ns - 70075060ns]
openfile8            163425ops    16312ops/s   0.0mb/s  93741.6ns/op [1412ns - 112569154ns]
closefile7           163430ops    16313ops/s   0.0mb/s   1357.6ns/op [273ns - 17566239ns]
readfile7            163430ops    16313ops/s 251.9mb/s   8287.4ns/op [817ns - 12855576ns]
openfile7            163434ops    16313ops/s   0.0mb/s  88732.7ns/op [1404ns - 106825773ns]
closefile6           163435ops    16313ops/s   0.0mb/s   1554.1ns/op [271ns - 24506079ns]
readfile6            163435ops    16313ops/s 251.5mb/s   8152.3ns/op [845ns - 24241884ns]
openfile6            163439ops    16314ops/s   0.0mb/s  94434.0ns/op [1422ns - 114000241ns]
closefile5           163442ops    16314ops/s   0.0mb/s   1173.7ns/op [273ns - 5054930ns]
readfile5            163443ops    16314ops/s 251.2mb/s   8528.7ns/op [847ns - 18807110ns]
openfile5            163446ops    16315ops/s   0.0mb/s  96535.6ns/op [1499ns - 141646931ns]
closefile4           163451ops    16315ops/s   0.0mb/s   1163.6ns/op [277ns - 14822103ns]
readfile4            163451ops    16315ops/s 251.7mb/s   9394.8ns/op [844ns - 50835648ns]
openfile4            163454ops    16315ops/s   0.0mb/s  92900.4ns/op [1379ns - 77791304ns]
closefile3           163455ops    16315ops/s   0.0mb/s   1326.8ns/op [275ns - 11125557ns]
readfile3            163456ops    16316ops/s 250.9mb/s   9710.4ns/op [786ns - 126741142ns]
openfile3            163458ops    16316ops/s   0.0mb/s 101775.7ns/op [1477ns - 145491539ns]
closefile2           163460ops    16316ops/s   0.0mb/s   1212.1ns/op [275ns - 5946439ns]
readfile2            163461ops    16316ops/s 251.3mb/s   9297.4ns/op [860ns - 29795834ns]
openfile2            163463ops    16316ops/s   0.0mb/s 100690.1ns/op [1460ns - 143365348ns]
closefile1           163469ops    16317ops/s   0.0mb/s   1975.0ns/op [287ns - 67310799ns]
readfile1            163471ops    16317ops/s 251.9mb/s  11413.5ns/op [940ns - 104346226ns]
openfile1            163474ops    16317ops/s   0.0mb/s 114354.6ns/op [1585ns - 117789163ns]
12.725: IO Summary: 5066728 ops 505740.804 ops/s 163139/16321 rd/wr 2640.6mb/s   0.3ms/op
22.738: parser_run Run took 20 seconds...
22.787: Per-Operation Breakdown
