Filebench Version 1.5-alpha3
0.000: Allocated 173MB of shared memory
0.002: Web-server Version 3.1 personality successfully loaded
0.002: Populating and pre-allocating filesets
0.004: logfiles populated: 1 files, avg. dir. width = 20, avg. dir. depth = 0.0, 0 leafdirs, 0.002MB total size
0.004: Removing logfiles tree (if exists)
0.007: Pre-allocating directories in logfiles tree
0.007: Pre-allocating files in logfiles tree
0.011: bigfileset populated: 8000 files, avg. dir. width = 20, avg. dir. depth = 3.0, 0 leafdirs, 123.244MB total size
0.011: Removing bigfileset tree (if exists)
0.641: Pre-allocating directories in bigfileset tree
0.659: Pre-allocating files in bigfileset tree
0.892: Waiting for pre-allocation to finish (in case of a parallel pre-allocation)
0.892: Population and pre-allocation of filesets completed
0.892: Starting 1 filereader instances
1.895: Running...and log for each ten seconds...
11.899: parser_run Run took 10 seconds...
11.948: Per-Operation Breakdown
appendlog            177776ops    17776ops/s 138.8mb/s 1096079.0ns/op [23ns - 503976110ns]
closefile10          177684ops    17767ops/s   0.0mb/s    979.0ns/op [277ns - 3163280ns]
readfile10           177685ops    17767ops/s 273.7mb/s   8400.4ns/op [810ns - 27917701ns]
openfile10           177692ops    17768ops/s   0.0mb/s 110051.8ns/op [1412ns - 77440983ns]
closefile9           177695ops    17768ops/s   0.0mb/s   1083.3ns/op [282ns - 2877738ns]
readfile9            177695ops    17768ops/s 273.8mb/s   8844.1ns/op [868ns - 75251225ns]
openfile9            177703ops    17769ops/s   0.0mb/s 110810.6ns/op [1443ns - 244517537ns]
closefile8           177704ops    17769ops/s   0.0mb/s   1368.5ns/op [282ns - 51377070ns]
readfile8            177704ops    17769ops/s 274.0mb/s   8533.4ns/op [806ns - 22465835ns]
openfile8            177706ops    17769ops/s   0.0mb/s 112210.6ns/op [1457ns - 93197053ns]
closefile7           177714ops    17770ops/s   0.0mb/s   1080.1ns/op [277ns - 4516787ns]
readfile7            177714ops    17770ops/s 274.2mb/s   8142.5ns/op [868ns - 19090265ns]
openfile7            177717ops    17770ops/s   0.0mb/s 112062.9ns/op [1375ns - 200732292ns]
closefile6           177720ops    17771ops/s   0.0mb/s   1144.3ns/op [278ns - 8321418ns]
readfile6            177721ops    17771ops/s 272.9mb/s   8557.0ns/op [802ns - 20090238ns]
openfile6            177726ops    17771ops/s   0.0mb/s 111125.6ns/op [1422ns - 78855887ns]
closefile5           177728ops    17771ops/s   0.0mb/s   1122.2ns/op [265ns - 12240550ns]
readfile5            177728ops    17771ops/s 273.7mb/s   8336.3ns/op [841ns - 30726791ns]
openfile5            177735ops    17772ops/s   0.0mb/s 111090.9ns/op [1465ns - 67451295ns]
closefile4           177737ops    17772ops/s   0.0mb/s   1150.9ns/op [280ns - 7331251ns]
readfile4            177737ops    17772ops/s 273.4mb/s   8552.7ns/op [847ns - 20761937ns]
openfile4            177743ops    17773ops/s   0.0mb/s 112791.0ns/op [1445ns - 66981704ns]
closefile3           177748ops    17773ops/s   0.0mb/s   1150.1ns/op [281ns - 9015477ns]
readfile3            177749ops    17773ops/s 274.7mb/s   9620.7ns/op [920ns - 84108487ns]
openfile3            177749ops    17773ops/s   0.0mb/s 117555.4ns/op [1526ns - 111342690ns]
closefile2           177753ops    17774ops/s   0.0mb/s   1232.2ns/op [283ns - 13665507ns]
readfile2            177753ops    17774ops/s 273.3mb/s   8678.9ns/op [922ns - 16596942ns]
openfile2            177757ops    17774ops/s   0.0mb/s 124187.0ns/op [1477ns - 95364316ns]
closefile1           177764ops    17775ops/s   0.0mb/s   1617.0ns/op [293ns - 27885671ns]
readfile1            177764ops    17775ops/s 273.9mb/s   8869.9ns/op [855ns - 14059079ns]
openfile1            177767ops    17775ops/s   0.0mb/s 133790.7ns/op [1586ns - 193254380ns]
11.948: IO Summary: 5509568 ops 550910.825 ops/s 177710/17776 rd/wr 2876.6mb/s   0.2ms/op
21.951: parser_run Run took 20 seconds...
22.000: Per-Operation Breakdown
appendlog            169842ops    16983ops/s 132.7mb/s 1336206.9ns/op [35ns - 303519732ns]
closefile10          169841ops    16983ops/s   0.0mb/s   1298.7ns/op [278ns - 25512511ns]
readfile10           169841ops    16983ops/s 262.2mb/s   8549.0ns/op [842ns - 34221996ns]
openfile10           169839ops    16982ops/s   0.0mb/s  95900.3ns/op [1356ns - 73840903ns]
closefile9           169840ops    16982ops/s   0.0mb/s   1091.4ns/op [285ns - 9063869ns]
readfile9            169840ops    16982ops/s 261.1mb/s   8494.3ns/op [837ns - 15617771ns]
openfile9            169839ops    16982ops/s   0.0mb/s 100422.5ns/op [1349ns - 158173884ns]
closefile8           169839ops    16982ops/s   0.0mb/s   1216.0ns/op [277ns - 27991462ns]
readfile8            169839ops    16982ops/s 261.8mb/s   8534.3ns/op [903ns - 33968854ns]
openfile8            169844ops    16983ops/s   0.0mb/s 102986.1ns/op [1393ns - 72115483ns]
closefile7           169840ops    16982ops/s   0.0mb/s   1047.8ns/op [286ns - 4985149ns]
readfile7            169840ops    16982ops/s 261.1mb/s   8622.6ns/op [856ns - 36576269ns]
openfile7            169840ops    16982ops/s   0.0mb/s  99649.8ns/op [1424ns - 78783277ns]
closefile6           169840ops    16982ops/s   0.0mb/s   1027.7ns/op [282ns - 3767025ns]
readfile6            169839ops    16982ops/s 261.3mb/s   9050.9ns/op [855ns - 69139694ns]
openfile6            169836ops    16982ops/s   0.0mb/s  97314.4ns/op [1370ns - 85196238ns]
closefile5           169840ops    16982ops/s   0.0mb/s    961.4ns/op [276ns - 6854140ns]
readfile5            169840ops    16982ops/s 262.6mb/s   8542.3ns/op [899ns - 27804618ns]
openfile5            169837ops    16982ops/s   0.0mb/s 101553.6ns/op [1347ns - 80961115ns]
closefile4           169836ops    16982ops/s   0.0mb/s   1290.7ns/op [320ns - 14765615ns]
readfile4            169836ops    16982ops/s 262.7mb/s   8457.6ns/op [868ns - 35315866ns]
openfile4            169836ops    16982ops/s   0.0mb/s 101890.2ns/op [1293ns - 92724469ns]
closefile3           169838ops    16982ops/s   0.0mb/s   1099.7ns/op [280ns - 8738860ns]
readfile3            169837ops    16982ops/s 260.0mb/s   8551.4ns/op [854ns - 19870129ns]
openfile3            169843ops    16983ops/s   0.0mb/s 108374.4ns/op [1303ns - 155788905ns]
closefile2           169849ops    16983ops/s   0.0mb/s   1255.8ns/op [282ns - 5654753ns]
readfile2            169850ops    16983ops/s 260.8mb/s   8936.4ns/op [944ns - 34221692ns]
openfile2            169848ops    16983ops/s   0.0mb/s 114766.6ns/op [1285ns - 111402955ns]
closefile1           169851ops    16984ops/s   0.0mb/s   1278.7ns/op [341ns - 21048339ns]
readfile1            169851ops    16984ops/s 262.6mb/s   8786.7ns/op [938ns - 45820315ns]
openfile1            169853ops    16984ops/s   0.0mb/s 109719.8ns/op [1535ns - 96483580ns]
22.000: IO Summary: 5265084 ops 526461.558 ops/s 169826/16983 rd/wr 2748.9mb/s   0.2ms/op
32.003: parser_run Run took 30 seconds...
32.052: Per-Operation Breakdown
appendlog            166686ops    16666ops/s 130.3mb/s 1265691.2ns/op [23ns - 491480316ns]
closefile10          166690ops    16666ops/s   0.0mb/s   1156.6ns/op [272ns - 8005380ns]
readfile10           166690ops    16666ops/s 256.4mb/s   9824.9ns/op [955ns - 156778615ns]
openfile10           166688ops    16666ops/s   0.0mb/s 102581.7ns/op [1337ns - 122095516ns]
closefile9           166688ops    16666ops/s   0.0mb/s   1216.8ns/op [282ns - 20422567ns]
readfile9            166688ops    16666ops/s 257.0mb/s   8683.0ns/op [900ns - 35872564ns]
openfile9            166686ops    16666ops/s   0.0mb/s 101689.3ns/op [1295ns - 120469544ns]
closefile8           166687ops    16666ops/s   0.0mb/s   1009.5ns/op [286ns - 2912117ns]
readfile8            166688ops    16666ops/s 256.1mb/s   7927.1ns/op [907ns - 21734862ns]
openfile8            166686ops    16666ops/s   0.0mb/s 103871.6ns/op [1377ns - 162717905ns]
closefile7           166685ops    16666ops/s   0.0mb/s   1118.0ns/op [279ns - 5447828ns]
readfile7            166685ops    16666ops/s 256.4mb/s   8208.3ns/op [932ns - 9732606ns]
openfile7            166687ops    16666ops/s   0.0mb/s 103800.5ns/op [1383ns - 123004702ns]
closefile6           166688ops    16666ops/s   0.0mb/s   1036.0ns/op [290ns - 4346861ns]
readfile6            166688ops    16666ops/s 257.4mb/s   8990.2ns/op [892ns - 68786561ns]
openfile6            166690ops    16666ops/s   0.0mb/s 104375.5ns/op [1534ns - 139801187ns]
closefile5           166688ops    16666ops/s   0.0mb/s   1345.5ns/op [325ns - 39090790ns]
readfile5            166688ops    16666ops/s 256.6mb/s   9018.1ns/op [923ns - 54353323ns]
openfile5            166684ops    16666ops/s   0.0mb/s 103390.0ns/op [1520ns - 138926050ns]
closefile4           166688ops    16666ops/s   0.0mb/s   1281.2ns/op [337ns - 9351302ns]
readfile4            166688ops    16666ops/s 256.6mb/s   8169.0ns/op [832ns - 15693701ns]
openfile4            166688ops    16666ops/s   0.0mb/s 107270.0ns/op [1573ns - 113184030ns]
closefile3           166683ops    16666ops/s   0.0mb/s   1076.1ns/op [289ns - 6195260ns]
readfile3            166683ops    16666ops/s 256.4mb/s   8755.4ns/op [851ns - 25541808ns]
