Filebench Version 1.5-alpha3
0.000: Allocated 173MB of shared memory
0.002: Web-server Version 3.1 personality successfully loaded
0.002: Populating and pre-allocating filesets
0.004: logfiles populated: 1 files, avg. dir. width = 20, avg. dir. depth = 0.0, 0 leafdirs, 0.002MB total size
0.004: Removing logfiles tree (if exists)
0.007: Pre-allocating directories in logfiles tree
0.007: Pre-allocating files in logfiles tree
0.011: bigfileset populated: 8000 files, avg. dir. width = 20, avg. dir. depth = 3.0, 0 leafdirs, 123.244MB total size
0.011: Removing bigfileset tree (if exists)
0.680: Pre-allocating directories in bigfileset tree
0.726: Pre-allocating files in bigfileset tree
0.971: Waiting for pre-allocation to finish (in case of a parallel pre-allocation)
0.971: Population and pre-allocation of filesets completed
0.971: Starting 1 filereader instances
1.974: Running...and log for each ten seconds...
11.978: parser_run Run took 10 seconds...
12.030: Per-Operation Breakdown
appendlog            167668ops    16765ops/s 130.8mb/s 2422984.3ns/op [26ns - 473047639ns]
closefile10          167571ops    16755ops/s   0.0mb/s   1394.8ns/op [274ns - 31231046ns]
readfile10           167571ops    16755ops/s 259.3mb/s   8646.7ns/op [812ns - 50813671ns]
openfile10           167579ops    16756ops/s   0.0mb/s  87463.8ns/op [1373ns - 85730343ns]
closefile9           167582ops    16756ops/s   0.0mb/s   1399.4ns/op [281ns - 19256165ns]
readfile9            167582ops    16756ops/s 257.6mb/s   8251.0ns/op [810ns - 24371721ns]
openfile9            167585ops    16756ops/s   0.0mb/s  86053.2ns/op [1388ns - 87367271ns]
closefile8           167586ops    16757ops/s   0.0mb/s   1298.5ns/op [270ns - 16639107ns]
readfile8            167586ops    16757ops/s 257.6mb/s   8157.2ns/op [948ns - 41879140ns]
openfile8            167591ops    16757ops/s   0.0mb/s  84004.0ns/op [1394ns - 125211987ns]
closefile7           167594ops    16757ops/s   0.0mb/s   1256.9ns/op [274ns - 24544417ns]
readfile7            167594ops    16757ops/s 257.6mb/s   8505.3ns/op [821ns - 30763375ns]
openfile7            167600ops    16758ops/s   0.0mb/s  86230.1ns/op [1282ns - 56811042ns]
closefile6           167601ops    16758ops/s   0.0mb/s   1374.7ns/op [282ns - 26920978ns]
readfile6            167601ops    16758ops/s 257.6mb/s   8592.5ns/op [800ns - 56866330ns]
openfile6            167607ops    16759ops/s   0.0mb/s  87200.1ns/op [1487ns - 69648596ns]
closefile5           167611ops    16759ops/s   0.0mb/s   1109.3ns/op [284ns - 7496462ns]
readfile5            167611ops    16759ops/s 258.5mb/s   9200.9ns/op [843ns - 44689975ns]
