Filebench Version 1.5-alpha3
0.000: Allocated 173MB of shared memory
0.002: Web-server Version 3.1 personality successfully loaded
0.002: Populating and pre-allocating filesets
0.005: logfiles populated: 1 files, avg. dir. width = 20, avg. dir. depth = 0.0, 0 leafdirs, 0.002MB total size
0.005: Removing logfiles tree (if exists)
0.007: Pre-allocating directories in logfiles tree
0.007: Pre-allocating files in logfiles tree
0.011: bigfileset populated: 8000 files, avg. dir. width = 20, avg. dir. depth = 3.0, 0 leafdirs, 123.244MB total size
0.011: Removing bigfileset tree (if exists)
0.717: Pre-allocating directories in bigfileset tree
0.725: Pre-allocating files in bigfileset tree
1.125: Waiting for pre-allocation to finish (in case of a parallel pre-allocation)
1.125: Population and pre-allocation of filesets completed
1.125: Starting 1 filereader instances
2.128: Running...and log for each ten seconds...
12.132: parser_run Run took 10 seconds...
12.182: Per-Operation Breakdown
appendlog            193836ops    19382ops/s 151.1mb/s 651259.9ns/op [35ns - 120481108ns]
closefile10          193755ops    19373ops/s   0.0mb/s   1045.6ns/op [272ns - 5199925ns]
readfile10           193755ops    19373ops/s 298.2mb/s   8098.4ns/op [867ns - 8580037ns]
openfile10           193755ops    19373ops/s   0.0mb/s 109201.9ns/op [1217ns - 95753825ns]
closefile9           193756ops    19374ops/s   0.0mb/s   1169.9ns/op [274ns - 5165014ns]
readfile9            193757ops    19374ops/s 298.6mb/s   8404.9ns/op [883ns - 11902753ns]
openfile9            193758ops    19374ops/s   0.0mb/s 109460.3ns/op [1238ns - 47943981ns]
closefile8           193758ops    19374ops/s   0.0mb/s   1042.3ns/op [277ns - 3271355ns]
readfile8            193758ops    19374ops/s 298.4mb/s   8180.1ns/op [862ns - 8028232ns]
openfile8            193758ops    19374ops/s   0.0mb/s 111094.5ns/op [1269ns - 75419772ns]
closefile7           193758ops    19374ops/s   0.0mb/s   1188.4ns/op [269ns - 9267213ns]
readfile7            193759ops    19374ops/s 298.1mb/s   8942.3ns/op [937ns - 92038559ns]
openfile7            193759ops    19374ops/s   0.0mb/s 110081.7ns/op [1298ns - 101096367ns]
closefile6           193760ops    19374ops/s   0.0mb/s   1182.9ns/op [271ns - 5815471ns]
readfile6            193760ops    19374ops/s 298.2mb/s   8503.4ns/op [839ns - 45362488ns]
openfile6            193761ops    19374ops/s   0.0mb/s 107157.4ns/op [1269ns - 55665040ns]
closefile5           193761ops    19374ops/s   0.0mb/s   1076.6ns/op [272ns - 4300527ns]
readfile5            193761ops    19374ops/s 299.0mb/s   8388.4ns/op [847ns - 17819979ns]
openfile5            193761ops    19374ops/s   0.0mb/s 114719.0ns/op [1243ns - 80445742ns]
closefile4           193762ops    19374ops/s   0.0mb/s   1327.8ns/op [268ns - 35202514ns]
readfile4            193762ops    19374ops/s 298.5mb/s   8717.2ns/op [869ns - 39300157ns]
openfile4            193762ops    19374ops/s   0.0mb/s 114640.8ns/op [1416ns - 97325407ns]
closefile3           193762ops    19374ops/s   0.0mb/s   1223.8ns/op [262ns - 25016871ns]
readfile3            193762ops    19374ops/s 298.4mb/s   8215.6ns/op [883ns - 9371565ns]
openfile3            193764ops    19374ops/s   0.0mb/s 119941.7ns/op [1252ns - 71780203ns]
closefile2           193765ops    19374ops/s   0.0mb/s   1057.7ns/op [273ns - 3481791ns]
readfile2            193767ops    19375ops/s 299.3mb/s   8335.4ns/op [859ns - 11180623ns]
openfile2            193768ops    19375ops/s   0.0mb/s 122348.9ns/op [1471ns - 69178658ns]
closefile1           193768ops    19375ops/s   0.0mb/s   1312.7ns/op [282ns - 4251336ns]
readfile1            193768ops    19375ops/s 298.1mb/s   9722.4ns/op [815ns - 101738124ns]
openfile1            193768ops    19375ops/s   0.0mb/s 139053.2ns/op [1551ns - 146974284ns]
12.182: IO Summary: 6006664 ops 600603.101 ops/s 193740/19382 rd/wr 3135.8mb/s   0.2ms/op
22.201: parser_run Run took 20 seconds...
22.251: Per-Operation Breakdown
appendlog            177790ops    17750ops/s 138.5mb/s 888873.4ns/op [35ns - 123223283ns]
closefile10          177794ops    17750ops/s   0.0mb/s   1175.1ns/op [280ns - 14238970ns]
readfile10           177794ops    17750ops/s 273.1mb/s   8448.3ns/op [868ns - 35148530ns]
openfile10           177799ops    17751ops/s   0.0mb/s 104788.0ns/op [1490ns - 107669411ns]
closefile9           177802ops    17751ops/s   0.0mb/s   1040.4ns/op [332ns - 4879866ns]
readfile9            177801ops    17751ops/s 273.4mb/s   8242.9ns/op [967ns - 37116160ns]
openfile9            177803ops    17751ops/s   0.0mb/s 101263.6ns/op [1458ns - 76715772ns]
closefile8           177808ops    17752ops/s   0.0mb/s   1026.8ns/op [290ns - 5014621ns]
readfile8            177808ops    17752ops/s 273.7mb/s   8131.9ns/op [928ns - 18019746ns]
openfile8            177812ops    17752ops/s   0.0mb/s 102307.2ns/op [1404ns - 59288973ns]
closefile7           177815ops    17753ops/s   0.0mb/s   1262.4ns/op [278ns - 10549920ns]
readfile7            177814ops    17752ops/s 273.4mb/s   8255.4ns/op [946ns - 25281257ns]
openfile7            177818ops    17753ops/s   0.0mb/s 106386.8ns/op [1495ns - 108499709ns]
closefile6           177821ops    17753ops/s   0.0mb/s   1244.0ns/op [274ns - 12790516ns]
readfile6            177821ops    17753ops/s 273.7mb/s   7696.9ns/op [900ns - 24810164ns]
openfile6            177827ops    17754ops/s   0.0mb/s 104603.6ns/op [1557ns - 67503655ns]
closefile5           177833ops    17754ops/s   0.0mb/s   1453.7ns/op [272ns - 44081656ns]
readfile5            177833ops    17754ops/s 273.4mb/s   8317.4ns/op [864ns - 15625509ns]
openfile5            177836ops    17755ops/s   0.0mb/s 100842.0ns/op [1503ns - 87775641ns]
closefile4           177836ops    17755ops/s   0.0mb/s   1093.9ns/op [277ns - 4657506ns]
readfile4            177836ops    17755ops/s 274.0mb/s   8609.8ns/op [930ns - 24053067ns]
openfile4            177841ops    17755ops/s   0.0mb/s 107903.1ns/op [1555ns - 109051993ns]
closefile3           177847ops    17756ops/s   0.0mb/s   1521.2ns/op [286ns - 48095496ns]
readfile3            177849ops    17756ops/s 273.1mb/s   8546.5ns/op [852ns - 28268499ns]
openfile3            177852ops    17756ops/s   0.0mb/s 111222.5ns/op [1502ns - 111015119ns]
closefile2           177856ops    17757ops/s   0.0mb/s   1165.4ns/op [286ns - 6359082ns]
readfile2            177854ops    17756ops/s 273.3mb/s   8806.5ns/op [911ns - 29846483ns]
openfile2            177863ops    17757ops/s   0.0mb/s 115249.3ns/op [1636ns - 108480364ns]
closefile1           177871ops    17758ops/s   0.0mb/s   1184.8ns/op [364ns - 5284764ns]
readfile1            177871ops    17758ops/s 273.9mb/s   8517.7ns/op [879ns - 7027561ns]
openfile1            177875ops    17759ops/s   0.0mb/s 116808.5ns/op [1917ns - 111574551ns]
22.251: IO Summary: 5512680 ops 550370.650 ops/s 177539/17750 rd/wr 2873.6mb/s   0.2ms/op
32.254: parser_run Run took 30 seconds...
32.302: Per-Operation Breakdown
appendlog            168003ops    16799ops/s 131.3mb/s 996415.4ns/op [35ns - 179729142ns]
closefile10          168003ops    16799ops/s   0.0mb/s   1195.5ns/op [274ns - 8311804ns]
readfile10           168003ops    16799ops/s 259.0mb/s   9097.4ns/op [751ns - 87454338ns]
openfile10           167999ops    16799ops/s   0.0mb/s 104566.2ns/op [1248ns - 115600018ns]
closefile9           167996ops    16798ops/s   0.0mb/s   1635.2ns/op [273ns - 64139148ns]
