Filebench Version 1.5-alpha3
0.000: Allocated 173MB of shared memory
0.001: Web-server Version 3.1 personality successfully loaded
0.001: Populating and pre-allocating filesets
0.001: logfiles populated: 1 files, avg. dir. width = 20, avg. dir. depth = 0.0, 0 leafdirs, 0.002MB total size
0.001: Removing logfiles tree (if exists)
0.002: Pre-allocating directories in logfiles tree
0.002: Pre-allocating files in logfiles tree
0.007: bigfileset populated: 8000 files, avg. dir. width = 20, avg. dir. depth = 3.0, 0 leafdirs, 123.244MB total size
0.007: Removing bigfileset tree (if exists)
0.850: Pre-allocating directories in bigfileset tree
0.854: Pre-allocating files in bigfileset tree
1.842: Waiting for pre-allocation to finish (in case of a parallel pre-allocation)
1.842: Population and pre-allocation of filesets completed
1.842: Starting 1 filereader instances
2.846: Running...and log for each ten seconds...
12.849: parser_run Run took 10 seconds...
12.900: Per-Operation Breakdown
appendlog            115269ops    11526ops/s  90.0mb/s 5279964.6ns/op [35ns - 296036680ns]
closefile10          115171ops    11516ops/s   0.0mb/s    682.2ns/op [250ns - 2245855ns]
readfile10           115172ops    11516ops/s 177.6mb/s   8571.4ns/op [871ns - 117236041ns]
openfile10           115172ops    11516ops/s   0.0mb/s  84816.3ns/op [1201ns - 183698592ns]
closefile9           115172ops    11516ops/s   0.0mb/s   1008.3ns/op [256ns - 41054026ns]
readfile9            115172ops    11516ops/s 177.5mb/s   6229.6ns/op [857ns - 24196390ns]
openfile9            115173ops    11516ops/s   0.0mb/s  79487.3ns/op [1334ns - 213288084ns]
closefile8           115174ops    11517ops/s   0.0mb/s    684.8ns/op [253ns - 3082645ns]
readfile8            115174ops    11517ops/s 176.9mb/s   6239.3ns/op [922ns - 28075926ns]
openfile8            115174ops    11517ops/s   0.0mb/s  76781.8ns/op [1337ns - 96344082ns]
closefile7           115174ops    11517ops/s   0.0mb/s   1751.0ns/op [250ns - 68671234ns]
readfile7            115174ops    11517ops/s 176.6mb/s   6327.9ns/op [855ns - 30387963ns]
openfile7            115174ops    11517ops/s   0.0mb/s  80078.0ns/op [1330ns - 194263987ns]
closefile6           115175ops    11517ops/s   0.0mb/s    663.9ns/op [255ns - 1541365ns]
readfile6            115175ops    11517ops/s 177.8mb/s   5921.7ns/op [836ns - 32102841ns]
openfile6            115175ops    11517ops/s   0.0mb/s  86382.2ns/op [1263ns - 107597595ns]
closefile5           115176ops    11517ops/s   0.0mb/s   1297.3ns/op [252ns - 43861612ns]
readfile5            115177ops    11517ops/s 177.4mb/s   6102.4ns/op [923ns - 27043689ns]
openfile5            115178ops    11517ops/s   0.0mb/s  84367.3ns/op [1283ns - 138295996ns]
closefile4           115179ops    11517ops/s   0.0mb/s    689.2ns/op [254ns - 3022555ns]
readfile4            115179ops    11517ops/s 178.1mb/s   6103.0ns/op [695ns - 21650395ns]
openfile4            115180ops    11517ops/s   0.0mb/s  87856.1ns/op [1356ns - 174798794ns]
closefile3           115180ops    11517ops/s   0.0mb/s    740.0ns/op [248ns - 4651126ns]
readfile3            115180ops    11517ops/s 177.9mb/s   7253.9ns/op [869ns - 76359307ns]
openfile3            115181ops    11517ops/s   0.0mb/s  88189.9ns/op [1256ns - 169026755ns]
closefile2           115183ops    11517ops/s   0.0mb/s    736.9ns/op [256ns - 5953535ns]
readfile2            115183ops    11517ops/s 177.5mb/s   6767.4ns/op [886ns - 47387442ns]
openfile2            115184ops    11518ops/s   0.0mb/s  99123.7ns/op [1365ns - 194472733ns]
closefile1           115185ops    11518ops/s   0.0mb/s    751.5ns/op [259ns - 2735691ns]
readfile1            115185ops    11518ops/s 176.9mb/s   7618.9ns/op [893ns - 42698647ns]
openfile1            115187ops    11518ops/s   0.0mb/s 114922.6ns/op [1609ns - 224278962ns]
12.900: IO Summary: 3570587 ops 357031.897 ops/s 115168/11526 rd/wr 1864.2mb/s   0.6ms/op
23.010: parser_run Run took 20 seconds...
23.060: Per-Operation Breakdown
appendlog            111272ops    11008ops/s  86.0mb/s 5226113.8ns/op [32ns - 283389061ns]
closefile10          111272ops    11008ops/s   0.0mb/s    827.9ns/op [254ns - 7637530ns]
readfile10           111271ops    11007ops/s 169.2mb/s   5707.7ns/op [874ns - 5886886ns]
openfile10           111273ops    11008ops/s   0.0mb/s  80866.8ns/op [1325ns - 218462015ns]
closefile9           111273ops    11008ops/s   0.0mb/s    946.1ns/op [256ns - 25252927ns]
readfile9            111273ops    11008ops/s 169.7mb/s   6779.3ns/op [836ns - 16759863ns]
openfile9            111274ops    11008ops/s   0.0mb/s  74049.1ns/op [1268ns - 140754892ns]
closefile8           111274ops    11008ops/s   0.0mb/s   1061.0ns/op [256ns - 47664205ns]
readfile8            111274ops    11008ops/s 169.4mb/s   8091.9ns/op [917ns - 77087598ns]
openfile8            111275ops    11008ops/s   0.0mb/s  76653.3ns/op [1315ns - 198827349ns]
closefile7           111275ops    11008ops/s   0.0mb/s    687.2ns/op [258ns - 1817875ns]
readfile7            111275ops    11008ops/s 169.9mb/s   6855.9ns/op [836ns - 82046678ns]
