Filebench Version 1.5-alpha3
0.000: Allocated 173MB of shared memory
0.001: Web-server Version 3.1 personality successfully loaded
0.001: Populating and pre-allocating filesets
0.001: logfiles populated: 1 files, avg. dir. width = 20, avg. dir. depth = 0.0, 0 leafdirs, 0.002MB total size
0.001: Removing logfiles tree (if exists)
0.002: Pre-allocating directories in logfiles tree
0.002: Pre-allocating files in logfiles tree
0.006: bigfileset populated: 8000 files, avg. dir. width = 20, avg. dir. depth = 3.0, 0 leafdirs, 123.244MB total size
0.006: Removing bigfileset tree (if exists)
0.573: Pre-allocating directories in bigfileset tree
0.576: Pre-allocating files in bigfileset tree
1.007: Waiting for pre-allocation to finish (in case of a parallel pre-allocation)
1.007: Population and pre-allocation of filesets completed
1.007: Starting 1 filereader instances
2.010: Running...and log for each ten seconds...
12.014: parser_run Run took 10 seconds...
12.064: Per-Operation Breakdown
appendlog            126370ops    12636ops/s  98.5mb/s 4291696.7ns/op [33ns - 269838297ns]
closefile10          126272ops    12626ops/s   0.0mb/s    787.7ns/op [258ns - 9016329ns]
readfile10           126272ops    12626ops/s 194.6mb/s   6210.0ns/op [906ns - 11703675ns]
openfile10           126275ops    12627ops/s   0.0mb/s  86395.6ns/op [1242ns - 173336163ns]
closefile9           126276ops    12627ops/s   0.0mb/s    665.6ns/op [254ns - 4557674ns]
readfile9            126276ops    12627ops/s 194.0mb/s   6219.1ns/op [885ns - 24158309ns]
openfile9            126279ops    12627ops/s   0.0mb/s  96897.8ns/op [1176ns - 171564434ns]
closefile8           126279ops    12627ops/s   0.0mb/s    772.1ns/op [255ns - 7668790ns]
readfile8            126279ops    12627ops/s 194.5mb/s   7017.9ns/op [846ns - 77929845ns]
openfile8            126284ops    12627ops/s   0.0mb/s  80824.2ns/op [1263ns - 134258652ns]
closefile7           126287ops    12628ops/s   0.0mb/s    768.6ns/op [257ns - 3975994ns]
readfile7            126287ops    12628ops/s 193.9mb/s   7089.3ns/op [877ns - 69261731ns]
openfile7            126291ops    12628ops/s   0.0mb/s  87899.6ns/op [1283ns - 192179283ns]
closefile6           126294ops    12628ops/s   0.0mb/s    831.2ns/op [248ns - 6980681ns]
readfile6            126294ops    12628ops/s 194.4mb/s   7475.2ns/op [976ns - 54941290ns]
openfile6            126296ops    12629ops/s   0.0mb/s  90633.1ns/op [1198ns - 199191597ns]
closefile5           126300ops    12629ops/s   0.0mb/s   1744.8ns/op [255ns - 100780687ns]
readfile5            126300ops    12629ops/s 194.1mb/s   6305.1ns/op [1003ns - 22812094ns]
openfile5            126303ops    12629ops/s   0.0mb/s  88608.6ns/op [1352ns - 191221444ns]
closefile4           126306ops    12630ops/s   0.0mb/s    694.1ns/op [257ns - 2037797ns]
readfile4            126306ops    12630ops/s 194.8mb/s   6569.1ns/op [811ns - 52759798ns]
openfile4            126309ops    12630ops/s   0.0mb/s  88732.0ns/op [1272ns - 169412708ns]
closefile3           126309ops    12630ops/s   0.0mb/s    868.6ns/op [256ns - 27625786ns]
readfile3            126309ops    12630ops/s 195.4mb/s   6605.1ns/op [937ns - 44331477ns]
openfile3            126311ops    12630ops/s   0.0mb/s  97352.4ns/op [1386ns - 122864472ns]
closefile2           126314ops    12630ops/s   0.0mb/s   1058.8ns/op [258ns - 17996658ns]
readfile2            126314ops    12630ops/s 194.6mb/s   7082.6ns/op [854ns - 40494007ns]
openfile2            126319ops    12631ops/s   0.0mb/s 105416.3ns/op [1450ns - 155505851ns]
closefile1           126321ops    12631ops/s   0.0mb/s    848.1ns/op [270ns - 4089153ns]
readfile1            126321ops    12631ops/s 195.0mb/s   8301.6ns/op [929ns - 88250912ns]
openfile1            126323ops    12631ops/s   0.0mb/s 103347.5ns/op [1515ns - 188791557ns]
12.064: IO Summary: 3915276 ops 391499.582 ops/s 126287/12636 rd/wr 2043.9mb/s   0.5ms/op
22.117: parser_run Run took 20 seconds...
22.170: Per-Operation Breakdown
appendlog            124683ops    12405ops/s  96.9mb/s 3620613.2ns/op [33ns - 298285078ns]
closefile10          124763ops    12413ops/s   0.0mb/s   1080.1ns/op [252ns - 28343952ns]
readfile10           124763ops    12413ops/s 191.4mb/s   7025.6ns/op [853ns - 50389884ns]
openfile10           124760ops    12413ops/s   0.0mb/s  95177.0ns/op [1367ns - 209250349ns]
closefile9           124759ops    12412ops/s   0.0mb/s    676.1ns/op [253ns - 2569966ns]
readfile9            124759ops    12412ops/s 190.6mb/s   5982.9ns/op [907ns - 7644746ns]
openfile9            124756ops    12412ops/s   0.0mb/s  91742.8ns/op [1322ns - 178636275ns]
closefile8           124756ops    12412ops/s   0.0mb/s    650.8ns/op [254ns - 2254519ns]
readfile8            124756ops    12412ops/s 191.3mb/s   6266.4ns/op [840ns - 25240402ns]
openfile8            124751ops    12412ops/s   0.0mb/s  89977.3ns/op [1389ns - 211113766ns]
closefile7           124748ops    12411ops/s   0.0mb/s    616.9ns/op [258ns - 726399ns]
readfile7            124748ops    12411ops/s 191.3mb/s   7210.3ns/op [884ns - 104005066ns]
openfile7            124744ops    12411ops/s   0.0mb/s  86780.9ns/op [1310ns - 216963957ns]
closefile6           124741ops    12411ops/s   0.0mb/s    718.3ns/op [256ns - 1653323ns]
readfile6            124741ops    12411ops/s 190.5mb/s   6232.8ns/op [927ns - 11375296ns]
openfile6            124739ops    12410ops/s   0.0mb/s  91027.7ns/op [1423ns - 192968193ns]
closefile5           124735ops    12410ops/s   0.0mb/s    636.7ns/op [251ns - 1307896ns]
readfile5            124735ops    12410ops/s 190.9mb/s   7191.1ns/op [893ns - 57481805ns]
openfile5            124732ops    12410ops/s   0.0mb/s  90978.0ns/op [1445ns - 193631529ns]
closefile4           124729ops    12409ops/s   0.0mb/s   1058.8ns/op [259ns - 37609067ns]
readfile4            124729ops    12409ops/s 190.8mb/s   8379.6ns/op [901ns - 160439208ns]
openfile4            124726ops    12409ops/s   0.0mb/s 101307.7ns/op [1446ns - 183468107ns]
