Filebench Version 1.5-alpha3
0.000: Allocated 173MB of shared memory
0.002: Web-server Version 3.1 personality successfully loaded
0.002: Populating and pre-allocating filesets
0.002: logfiles populated: 1 files, avg. dir. width = 20, avg. dir. depth = 0.0, 0 leafdirs, 0.002MB total size
0.002: Removing logfiles tree (if exists)
0.003: Pre-allocating directories in logfiles tree
0.004: Pre-allocating files in logfiles tree
0.009: bigfileset populated: 8000 files, avg. dir. width = 20, avg. dir. depth = 3.0, 0 leafdirs, 123.244MB total size
0.009: Removing bigfileset tree (if exists)
0.529: Pre-allocating directories in bigfileset tree
0.533: Pre-allocating files in bigfileset tree
0.664: Waiting for pre-allocation to finish (in case of a parallel pre-allocation)
0.664: Population and pre-allocation of filesets completed
0.665: Starting 1 filereader instances
1.668: Running...and log for each ten seconds...
11.671: parser_run Run took 10 seconds...
11.722: Per-Operation Breakdown
appendlog            190450ops    19044ops/s 148.7mb/s 461773.7ns/op [36ns - 108402817ns]
closefile10          190353ops    19034ops/s   0.0mb/s    964.6ns/op [266ns - 3382413ns]
readfile10           190353ops    19034ops/s 292.8mb/s   8865.9ns/op [977ns - 15307457ns]
openfile10           190357ops    19034ops/s   0.0mb/s 119985.3ns/op [1565ns - 189866228ns]
closefile9           190360ops    19035ops/s   0.0mb/s   1026.4ns/op [257ns - 5771942ns]
readfile9            190360ops    19035ops/s 293.0mb/s   8864.9ns/op [1020ns - 31958284ns]
openfile9            190365ops    19035ops/s   0.0mb/s 118505.9ns/op [1587ns - 95100388ns]
closefile8           190370ops    19036ops/s   0.0mb/s   1034.6ns/op [260ns - 3842944ns]
readfile8            190370ops    19036ops/s 292.8mb/s   8082.2ns/op [1037ns - 10166426ns]
openfile8            190374ops    19036ops/s   0.0mb/s 120773.0ns/op [1648ns - 227676494ns]
closefile7           190377ops    19036ops/s   0.0mb/s   1092.0ns/op [263ns - 6091360ns]
readfile7            190377ops    19036ops/s 293.1mb/s   8702.0ns/op [1020ns - 43493852ns]
openfile7            190383ops    19037ops/s   0.0mb/s 119765.8ns/op [1749ns - 147445864ns]
closefile6           190385ops    19037ops/s   0.0mb/s    949.7ns/op [264ns - 4369649ns]
readfile6            190385ops    19037ops/s 292.8mb/s   8649.6ns/op [992ns - 13138681ns]
openfile6            190390ops    19038ops/s   0.0mb/s 121095.0ns/op [1686ns - 223300891ns]
closefile5           190392ops    19038ops/s   0.0mb/s   1002.6ns/op [266ns - 7258969ns]
readfile5            190392ops    19038ops/s 293.6mb/s   8758.3ns/op [1004ns - 16623869ns]
openfile5            190395ops    19038ops/s   0.0mb/s 121923.9ns/op [1625ns - 231720474ns]
closefile4           190396ops    19038ops/s   0.0mb/s    935.0ns/op [263ns - 4252147ns]
readfile4            190397ops    19038ops/s 294.4mb/s   8275.4ns/op [1016ns - 12913097ns]
openfile4            190398ops    19038ops/s   0.0mb/s 129517.9ns/op [1750ns - 266129770ns]
closefile3           190402ops    19039ops/s   0.0mb/s    959.2ns/op [271ns - 3210012ns]
readfile3            190403ops    19039ops/s 293.8mb/s   8979.4ns/op [990ns - 35956994ns]
openfile3            190408ops    19039ops/s   0.0mb/s 128861.7ns/op [1711ns - 144153452ns]
closefile2           190411ops    19040ops/s   0.0mb/s    900.7ns/op [266ns - 4172494ns]
readfile2            190411ops    19040ops/s 293.0mb/s   8545.7ns/op [1034ns - 7284674ns]
openfile2            190416ops    19040ops/s   0.0mb/s 136830.9ns/op [1715ns - 200674051ns]
closefile1           190422ops    19041ops/s   0.0mb/s    988.8ns/op [285ns - 3629996ns]
readfile1            190423ops    19041ops/s 293.4mb/s   9298.5ns/op [1060ns - 21256255ns]
openfile1            190435ops    19042ops/s   0.0mb/s 190076.7ns/op [1794ns - 306740439ns]
11.722: IO Summary: 5902110 ops 590170.274 ops/s 190374/19044 rd/wr 3081.5mb/s   0.2ms/op
21.741: parser_run Run took 20 seconds...
21.792: Per-Operation Breakdown
appendlog            171169ops    17088ops/s 133.6mb/s 610142.2ns/op [32ns - 215260812ns]
closefile10          171171ops    17089ops/s   0.0mb/s    908.6ns/op [254ns - 3079879ns]
readfile10           171171ops    17089ops/s 262.9mb/s   8654.7ns/op [979ns - 10547753ns]
openfile10           171168ops    17088ops/s   0.0mb/s 120844.4ns/op [1432ns - 245772035ns]
closefile9           171169ops    17088ops/s   0.0mb/s   1361.1ns/op [254ns - 34381784ns]
readfile9            171169ops    17088ops/s 262.7mb/s   8783.6ns/op [902ns - 17135833ns]
openfile9            171170ops    17089ops/s   0.0mb/s 117883.4ns/op [1411ns - 92947035ns]
closefile8           171168ops    17088ops/s   0.0mb/s    990.4ns/op [258ns - 5505223ns]
readfile8            171169ops    17088ops/s 263.3mb/s   9886.2ns/op [893ns - 88678347ns]
openfile8            171174ops    17089ops/s   0.0mb/s 120010.9ns/op [1429ns - 95208024ns]
closefile7           171176ops    17089ops/s   0.0mb/s    868.0ns/op [256ns - 3264658ns]
readfile7            171176ops    17089ops/s 262.7mb/s   9274.6ns/op [976ns - 37749303ns]
openfile7            171173ops    17089ops/s   0.0mb/s 122445.8ns/op [1456ns - 101916110ns]
closefile6           171175ops    17089ops/s   0.0mb/s   1142.2ns/op [262ns - 31314978ns]
readfile6            171175ops    17089ops/s 264.0mb/s   8756.8ns/op [920ns - 22593239ns]
openfile6            171172ops    17089ops/s   0.0mb/s 122695.2ns/op [1499ns - 246684862ns]
closefile5           171174ops    17089ops/s   0.0mb/s    974.8ns/op [261ns - 6347852ns]
readfile5            171174ops    17089ops/s 263.4mb/s   8869.2ns/op [907ns - 24982551ns]
openfile5            171174ops    17089ops/s   0.0mb/s 121841.0ns/op [1378ns - 93238751ns]
closefile4           171178ops    17089ops/s   0.0mb/s    948.9ns/op [253ns - 6076578ns]
readfile4            171178ops    17089ops/s 262.7mb/s   8970.2ns/op [907ns - 25858275ns]
openfile4            171181ops    17090ops/s   0.0mb/s 125251.1ns/op [1462ns - 104200952ns]
closefile3           171189ops    17090ops/s   0.0mb/s    990.6ns/op [260ns - 5915306ns]
readfile3            171189ops    17090ops/s 263.3mb/s   8294.2ns/op [993ns - 22815840ns]
openfile3            171191ops    17091ops/s   0.0mb/s 122550.0ns/op [1412ns - 64266733ns]
closefile2           171194ops    17091ops/s   0.0mb/s   1093.0ns/op [260ns - 23052612ns]
readfile2            171194ops    17091ops/s 263.5mb/s   9231.4ns/op [1041ns - 26814814ns]
openfile2            171194ops    17091ops/s   0.0mb/s 134067.4ns/op [1374ns - 105378112ns]
closefile1           171192ops    17091ops/s   0.0mb/s   1115.1ns/op [272ns - 9394022ns]
readfile1            171192ops    17091ops/s 264.2mb/s   9775.7ns/op [989ns - 58358367ns]
openfile1            171183ops    17090ops/s   0.0mb/s 130072.2ns/op [1470ns - 85449925ns]
21.792: IO Summary: 5306522 ops 529771.709 ops/s 170895/17088 rd/wr 2766.4mb/s   0.2ms/op
31.864: parser_run Run took 30 seconds...
31.914: Per-Operation Breakdown
appendlog            174504ops    17327ops/s 135.3mb/s 399967.9ns/op [30ns - 76004482ns]
closefile10          174501ops    17327ops/s   0.0mb/s   1129.8ns/op [259ns - 12705794ns]
readfile10           174501ops    17327ops/s 267.7mb/s   8448.0ns/op [892ns - 19399619ns]
openfile10           174505ops    17328ops/s   0.0mb/s 124918.7ns/op [1427ns - 61638421ns]
closefile9           174503ops    17327ops/s   0.0mb/s    920.6ns/op [261ns - 5709517ns]
readfile9            174503ops    17327ops/s 266.3mb/s   8975.0ns/op [937ns - 42575284ns]
openfile9            174499ops    17327ops/s   0.0mb/s 128022.5ns/op [1456ns - 77801373ns]
closefile8           174500ops    17327ops/s   0.0mb/s    934.3ns/op [263ns - 6877000ns]
readfile8            174499ops    17327ops/s 267.4mb/s   8555.1ns/op [1016ns - 19377816ns]
openfile8            174498ops    17327ops/s   0.0mb/s 121904.4ns/op [1363ns - 39488273ns]
closefile7           174495ops    17327ops/s   0.0mb/s    951.8ns/op [260ns - 3635955ns]
readfile7            174496ops    17327ops/s 266.7mb/s   8508.6ns/op [1049ns - 7642649ns]
openfile7            174499ops    17327ops/s   0.0mb/s 125728.5ns/op [1475ns - 61776931ns]
closefile6           174499ops    17327ops/s   0.0mb/s   1051.6ns/op [263ns - 24987920ns]
readfile6            174500ops    17327ops/s 266.6mb/s   7981.6ns/op [950ns - 7487813ns]
openfile6            174501ops    17327ops/s   0.0mb/s 126492.2ns/op [1465ns - 40819732ns]
closefile5           174503ops    17327ops/s   0.0mb/s    961.4ns/op [264ns - 3475373ns]
readfile5            174503ops    17327ops/s 266.2mb/s   9468.8ns/op [985ns - 104662636ns]
openfile5            174507ops    17328ops/s   0.0mb/s 126743.9ns/op [1496ns - 42266368ns]
closefile4           174505ops    17328ops/s   0.0mb/s    893.4ns/op [262ns - 5726564ns]
readfile4            174505ops    17328ops/s 267.1mb/s   8814.5ns/op [1040ns - 10944064ns]
openfile4            174507ops    17328ops/s   0.0mb/s 127651.2ns/op [1365ns - 107294393ns]
closefile3           174500ops    17327ops/s   0.0mb/s    939.6ns/op [263ns - 10871510ns]
readfile3            174500ops    17327ops/s 266.4mb/s   8593.5ns/op [1044ns - 56288369ns]
openfile3            174499ops    17327ops/s   0.0mb/s 131302.5ns/op [1483ns - 95941369ns]
closefile2           174502ops    17327ops/s   0.0mb/s    935.9ns/op [261ns - 3795356ns]
readfile2            174502ops    17327ops/s 266.8mb/s   8977.1ns/op [919ns - 14450527ns]
openfile2            174501ops    17327ops/s   0.0mb/s 138978.3ns/op [1393ns - 59564866ns]
closefile1           174499ops    17327ops/s   0.0mb/s    916.5ns/op [271ns - 5100862ns]
readfile1            174500ops    17327ops/s 268.1mb/s   9466.6ns/op [1010ns - 11829328ns]
openfile1            174505ops    17328ops/s   0.0mb/s 137367.3ns/op [1561ns - 52265342ns]
31.914: IO Summary: 5409541 ops 537143.170 ops/s 173272/17327 rd/wr 2804.6mb/s   0.2ms/op
41.989: parser_run Run took 40 seconds...
42.039: Per-Operation Breakdown
appendlog            174002ops    17275ops/s 134.8mb/s 778341.5ns/op [36ns - 104124174ns]
closefile10          174003ops    17275ops/s   0.0mb/s    894.6ns/op [260ns - 4617770ns]
