Filebench Version 1.5-alpha3
0.000: Allocated 173MB of shared memory
0.001: Web-server Version 3.1 personality successfully loaded
0.001: Populating and pre-allocating filesets
0.001: logfiles populated: 1 files, avg. dir. width = 20, avg. dir. depth = 0.0, 0 leafdirs, 0.002MB total size
0.001: Removing logfiles tree (if exists)
0.002: Pre-allocating directories in logfiles tree
0.002: Pre-allocating files in logfiles tree
0.007: bigfileset populated: 8000 files, avg. dir. width = 20, avg. dir. depth = 3.0, 0 leafdirs, 123.244MB total size
0.007: Removing bigfileset tree (if exists)
0.783: Pre-allocating directories in bigfileset tree
0.787: Pre-allocating files in bigfileset tree
1.695: Waiting for pre-allocation to finish (in case of a parallel pre-allocation)
1.695: Population and pre-allocation of filesets completed
1.696: Starting 1 filereader instances
2.699: Running...and log for each ten seconds...
12.702: parser_run Run took 10 seconds...
12.751: Per-Operation Breakdown
appendlog            110132ops    11012ops/s  86.0mb/s 5876691.4ns/op [36ns - 336683193ns]
closefile10          110038ops    11003ops/s   0.0mb/s    834.4ns/op [257ns - 11392309ns]
readfile10           110038ops    11003ops/s 170.1mb/s   6378.5ns/op [953ns - 51496495ns]
openfile10           110041ops    11003ops/s   0.0mb/s  78733.4ns/op [1195ns - 185936716ns]
closefile9           110041ops    11003ops/s   0.0mb/s    682.7ns/op [254ns - 1334499ns]
readfile9            110042ops    11003ops/s 168.9mb/s   7834.3ns/op [910ns - 56189971ns]
openfile9            110045ops    11004ops/s   0.0mb/s  81721.5ns/op [1212ns - 123363905ns]
closefile8           110048ops    11004ops/s   0.0mb/s    780.8ns/op [246ns - 11161720ns]
readfile8            110048ops    11004ops/s 169.8mb/s   6602.5ns/op [881ns - 30475953ns]
openfile8            110048ops    11004ops/s   0.0mb/s  78322.5ns/op [1230ns - 123837987ns]
closefile7           110051ops    11004ops/s   0.0mb/s    694.3ns/op [258ns - 2646139ns]
readfile7            110051ops    11004ops/s 169.6mb/s   7545.6ns/op [956ns - 59242545ns]
openfile7            110051ops    11004ops/s   0.0mb/s  79673.5ns/op [1204ns - 163699312ns]
closefile6           110054ops    11005ops/s   0.0mb/s    711.2ns/op [258ns - 2030456ns]
readfile6            110054ops    11005ops/s 169.7mb/s   5954.5ns/op [924ns - 13866553ns]
openfile6            110056ops    11005ops/s   0.0mb/s  89857.3ns/op [1189ns - 224106410ns]
closefile5           110059ops    11005ops/s   0.0mb/s    659.6ns/op [257ns - 1622997ns]
readfile5            110059ops    11005ops/s 169.3mb/s   6804.2ns/op [853ns - 60233051ns]
openfile5            110062ops    11005ops/s   0.0mb/s  79816.6ns/op [1218ns - 167260271ns]
closefile4           110063ops    11005ops/s   0.0mb/s    720.2ns/op [257ns - 4936660ns]
readfile4            110063ops    11005ops/s 169.8mb/s   7927.1ns/op [957ns - 114549179ns]
openfile4            110066ops    11006ops/s   0.0mb/s  81077.6ns/op [1255ns - 131818523ns]
closefile3           110069ops    11006ops/s   0.0mb/s    946.4ns/op [249ns - 20082543ns]
readfile3            110069ops    11006ops/s 169.5mb/s   8022.2ns/op [981ns - 80560408ns]
openfile3            110070ops    11006ops/s   0.0mb/s  82272.2ns/op [1199ns - 125477371ns]
closefile2           110071ops    11006ops/s   0.0mb/s   1197.9ns/op [250ns - 28045694ns]
readfile2            110072ops    11006ops/s 169.5mb/s   8177.0ns/op [840ns - 91962317ns]
openfile2            110081ops    11007ops/s   0.0mb/s  90934.7ns/op [1137ns - 121841022ns]
closefile1           110086ops    11008ops/s   0.0mb/s    957.7ns/op [270ns - 13110092ns]
readfile1            110086ops    11008ops/s 169.2mb/s  11894.7ns/op [968ns - 258118831ns]
openfile1            110088ops    11008ops/s   0.0mb/s 105939.6ns/op [1347ns - 136927072ns]
12.751: IO Summary: 3411902 ops 341164.789 ops/s 110050/11012 rd/wr 1781.4mb/s   0.6ms/op
22.776: parser_run Run took 20 seconds...
22.825: Per-Operation Breakdown
appendlog            106359ops    10612ops/s  82.8mb/s 5635408.0ns/op [37ns - 382357008ns]
closefile10          106371ops    10613ops/s   0.0mb/s    672.2ns/op [251ns - 3863420ns]
readfile10           106371ops    10613ops/s 163.6mb/s   5444.2ns/op [886ns - 4945741ns]
openfile10           106375ops    10613ops/s   0.0mb/s  68107.1ns/op [1364ns - 141636759ns]
closefile9           106378ops    10614ops/s   0.0mb/s   1171.1ns/op [257ns - 37486691ns]
readfile9            106377ops    10613ops/s 163.8mb/s   8149.1ns/op [939ns - 117773346ns]
openfile9            106374ops    10613ops/s   0.0mb/s  69857.5ns/op [1289ns - 139949868ns]
closefile8           106371ops    10613ops/s   0.0mb/s   1638.8ns/op [256ns - 62062842ns]
readfile8            106371ops    10613ops/s 162.5mb/s   7118.8ns/op [942ns - 82004628ns]
openfile8            106371ops    10613ops/s   0.0mb/s  70977.9ns/op [1368ns - 121671670ns]
closefile7           106371ops    10613ops/s   0.0mb/s    763.6ns/op [260ns - 6275106ns]
readfile7            106371ops    10613ops/s 163.6mb/s   6901.0ns/op [893ns - 117935519ns]
openfile7            106373ops    10613ops/s   0.0mb/s  73697.7ns/op [1215ns - 167653217ns]
closefile6           106371ops    10613ops/s   0.0mb/s    687.7ns/op [256ns - 5882765ns]
readfile6            106371ops    10613ops/s 163.7mb/s   7175.1ns/op [911ns - 50399936ns]
openfile6            106371ops    10613ops/s   0.0mb/s  66167.0ns/op [1329ns - 169706836ns]
closefile5           106371ops    10613ops/s   0.0mb/s   1053.6ns/op [259ns - 37422031ns]
readfile5            106371ops    10613ops/s 163.0mb/s   6780.5ns/op [937ns - 27988008ns]
openfile5            106371ops    10613ops/s   0.0mb/s  71410.9ns/op [1383ns - 158081745ns]
closefile4           106374ops    10613ops/s   0.0mb/s    690.5ns/op [255ns - 2886112ns]
readfile4            106374ops    10613ops/s 163.2mb/s   6242.2ns/op [918ns - 17454870ns]
openfile4            106376ops    10613ops/s   0.0mb/s  81501.9ns/op [1430ns - 116360056ns]
closefile3           106374ops    10613ops/s   0.0mb/s    767.0ns/op [256ns - 4065180ns]
readfile3            106374ops    10613ops/s 163.4mb/s   6421.1ns/op [941ns - 29620741ns]
