Filebench Version 1.5-alpha3
0.000: Allocated 173MB of shared memory
0.001: Web-server Version 3.1 personality successfully loaded
0.001: Populating and pre-allocating filesets
0.001: logfiles populated: 1 files, avg. dir. width = 20, avg. dir. depth = 0.0, 0 leafdirs, 0.002MB total size
0.001: Removing logfiles tree (if exists)
0.002: Pre-allocating directories in logfiles tree
0.002: Pre-allocating files in logfiles tree
0.006: bigfileset populated: 8000 files, avg. dir. width = 20, avg. dir. depth = 3.0, 0 leafdirs, 123.244MB total size
0.006: Removing bigfileset tree (if exists)
0.521: Pre-allocating directories in bigfileset tree
0.525: Pre-allocating files in bigfileset tree
0.665: Waiting for pre-allocation to finish (in case of a parallel pre-allocation)
0.665: Population and pre-allocation of filesets completed
0.665: Starting 1 filereader instances
1.668: Running...and log for each ten seconds...
11.672: parser_run Run took 10 seconds...
11.745: Per-Operation Breakdown
appendlog            189640ops    18963ops/s 148.0mb/s 573808.4ns/op [29ns - 152154340ns]
closefile10          189543ops    18953ops/s   0.0mb/s   1114.6ns/op [261ns - 10967720ns]
readfile10           189543ops    18953ops/s 292.9mb/s   8552.6ns/op [1004ns - 25060065ns]
openfile10           189545ops    18953ops/s   0.0mb/s 117479.9ns/op [1365ns - 89588659ns]
closefile9           189550ops    18954ops/s   0.0mb/s   1053.0ns/op [254ns - 14312724ns]
readfile9            189551ops    18954ops/s 292.2mb/s   9436.8ns/op [1029ns - 72242290ns]
openfile9            189556ops    18954ops/s   0.0mb/s 116055.7ns/op [1373ns - 77376331ns]
closefile8           189560ops    18955ops/s   0.0mb/s   1020.3ns/op [264ns - 4204066ns]
readfile8            189560ops    18955ops/s 291.5mb/s   8774.2ns/op [1025ns - 20080309ns]
openfile8            189564ops    18955ops/s   0.0mb/s 119088.9ns/op [1389ns - 92235969ns]
closefile7           189566ops    18955ops/s   0.0mb/s    937.3ns/op [258ns - 4858698ns]
readfile7            189566ops    18955ops/s 292.0mb/s   9042.0ns/op [1025ns - 15264367ns]
openfile7            189571ops    18956ops/s   0.0mb/s 114184.8ns/op [1520ns - 87274900ns]
closefile6           189572ops    18956ops/s   0.0mb/s    975.2ns/op [257ns - 7444150ns]
readfile6            189574ops    18956ops/s 290.9mb/s   8482.9ns/op [1003ns - 12609936ns]
openfile6            189578ops    18957ops/s   0.0mb/s 117670.5ns/op [1442ns - 78900095ns]
closefile5           189586ops    18957ops/s   0.0mb/s   1033.2ns/op [267ns - 15759835ns]
readfile5            189586ops    18957ops/s 293.0mb/s   9129.1ns/op [988ns - 48576374ns]
openfile5            189593ops    18958ops/s   0.0mb/s 119817.6ns/op [1457ns - 187228490ns]
closefile4           189597ops    18958ops/s   0.0mb/s    952.8ns/op [262ns - 6361053ns]
readfile4            189598ops    18959ops/s 292.3mb/s   9024.7ns/op [1019ns - 10310110ns]
openfile4            189603ops    18959ops/s   0.0mb/s 122643.0ns/op [1301ns - 81508372ns]
closefile3           189606ops    18959ops/s   0.0mb/s    968.0ns/op [261ns - 4842879ns]
readfile3            189606ops    18959ops/s 292.6mb/s   8965.4ns/op [998ns - 30689871ns]
openfile3            189611ops    18960ops/s   0.0mb/s 125194.8ns/op [1321ns - 121857885ns]
closefile2           189613ops    18960ops/s   0.0mb/s    957.7ns/op [266ns - 4675719ns]
readfile2            189614ops    18960ops/s 290.8mb/s   9404.8ns/op [1025ns - 22509424ns]
openfile2            189620ops    18961ops/s   0.0mb/s 129821.5ns/op [1290ns - 72684601ns]
closefile1           189626ops    18961ops/s   0.0mb/s   1112.1ns/op [281ns - 10779655ns]
readfile1            189626ops    18961ops/s 292.4mb/s   9428.4ns/op [1042ns - 37759548ns]
openfile1            189630ops    18962ops/s   0.0mb/s 141304.1ns/op [1576ns - 194919614ns]
11.746: IO Summary: 5877154 ops 587676.171 ops/s 189570/18963 rd/wr 3068.4mb/s   0.2ms/op
21.749: parser_run Run took 20 seconds...
21.800: Per-Operation Breakdown
appendlog            171172ops    17116ops/s 133.9mb/s 642788.8ns/op [25ns - 99986990ns]
closefile10          171172ops    17116ops/s   0.0mb/s    895.1ns/op [250ns - 2905196ns]
readfile10           171172ops    17116ops/s 263.8mb/s   8811.4ns/op [874ns - 11812165ns]
openfile10           171171ops    17116ops/s   0.0mb/s 120285.0ns/op [1544ns - 97645695ns]
closefile9           171176ops    17116ops/s   0.0mb/s    996.1ns/op [258ns - 4621311ns]
readfile9            171175ops    17116ops/s 262.4mb/s   8901.8ns/op [1069ns - 32139946ns]
openfile9            171175ops    17116ops/s   0.0mb/s 119447.4ns/op [1585ns - 104681586ns]
closefile8           171179ops    17117ops/s   0.0mb/s    972.8ns/op [250ns - 6939583ns]
readfile8            171179ops    17117ops/s 263.3mb/s   8684.1ns/op [963ns - 17517522ns]
openfile8            171175ops    17116ops/s   0.0mb/s 115213.2ns/op [1635ns - 112778215ns]
closefile7           171179ops    17117ops/s   0.0mb/s    895.2ns/op [256ns - 4334423ns]
readfile7            171180ops    17117ops/s 263.8mb/s   9014.0ns/op [973ns - 34768000ns]
openfile7            171178ops    17117ops/s   0.0mb/s 118950.4ns/op [1611ns - 87166941ns]
closefile6           171181ops    17117ops/s   0.0mb/s    881.8ns/op [258ns - 3368589ns]
readfile6            171179ops    17117ops/s 263.7mb/s   8726.3ns/op [917ns - 20502428ns]
openfile6            171178ops    17117ops/s   0.0mb/s 121763.7ns/op [1723ns - 127177670ns]
closefile5           171173ops    17116ops/s   0.0mb/s   1080.1ns/op [260ns - 25495519ns]
readfile5            171172ops    17116ops/s 263.9mb/s   9902.7ns/op [1013ns - 51015913ns]
openfile5            171172ops    17116ops/s   0.0mb/s 118531.3ns/op [1646ns - 69074231ns]
closefile4           171173ops    17116ops/s   0.0mb/s   1052.2ns/op [255ns - 22774271ns]
readfile4            171173ops    17116ops/s 263.5mb/s   9395.0ns/op [1073ns - 35608517ns]
openfile4            171173ops    17116ops/s   0.0mb/s 122470.8ns/op [1646ns - 94523227ns]
closefile3           171177ops    17116ops/s   0.0mb/s    929.7ns/op [262ns - 3812223ns]
readfile3            171178ops    17117ops/s 263.8mb/s   9333.3ns/op [999ns - 101548579ns]
openfile3            171179ops    17117ops/s   0.0mb/s 127091.7ns/op [1628ns - 126243694ns]
closefile2           171183ops    17117ops/s   0.0mb/s    885.6ns/op [260ns - 3444221ns]
readfile2            171182ops    17117ops/s 264.5mb/s   8941.9ns/op [939ns - 16709577ns]
openfile2            171179ops    17117ops/s   0.0mb/s 127750.7ns/op [1725ns - 139434448ns]
closefile1           171176ops    17116ops/s   0.0mb/s    997.4ns/op [273ns - 4638440ns]
readfile1            171176ops    17116ops/s 264.2mb/s   9282.3ns/op [1033ns - 22951834ns]
openfile1            171180ops    17117ops/s   0.0mb/s 128104.0ns/op [1800ns - 91441969ns]
21.800: IO Summary: 5306467 ops 530608.477 ops/s 171164/17116 rd/wr 2770.7mb/s   0.2ms/op
31.808: parser_run Run took 30 seconds...
31.880: Per-Operation Breakdown
appendlog            168695ops    16860ops/s 131.6mb/s 779271.0ns/op [35ns - 189335608ns]
closefile10          168697ops    16860ops/s   0.0mb/s    909.1ns/op [258ns - 5722683ns]
readfile10           168698ops    16860ops/s 258.7mb/s   9957.9ns/op [978ns - 69177661ns]
openfile10           168698ops    16860ops/s   0.0mb/s 113503.5ns/op [1403ns - 62486034ns]
closefile9           168693ops    16860ops/s   0.0mb/s   1018.3ns/op [256ns - 2744564ns]
readfile9            168694ops    16860ops/s 259.4mb/s   9677.8ns/op [939ns - 49856322ns]
openfile9            168693ops    16860ops/s   0.0mb/s 116469.7ns/op [1520ns - 92593343ns]
closefile8           168691ops    16860ops/s   0.0mb/s   1102.2ns/op [260ns - 12831934ns]
readfile8            168691ops    16860ops/s 259.9mb/s   8945.2ns/op [1015ns - 13050593ns]
openfile8            168699ops    16860ops/s   0.0mb/s 115546.8ns/op [1447ns - 67667405ns]
closefile7           168696ops    16860ops/s   0.0mb/s   1027.6ns/op [256ns - 6105783ns]
readfile7            168696ops    16860ops/s 259.5mb/s   9141.6ns/op [984ns - 34061092ns]
openfile7            168701ops    16861ops/s   0.0mb/s 111241.0ns/op [1442ns - 63643402ns]
closefile6           168699ops    16860ops/s   0.0mb/s   1115.8ns/op [261ns - 10857018ns]
readfile6            168699ops    16860ops/s 260.8mb/s   9314.3ns/op [842ns - 24819304ns]
openfile6            168702ops    16861ops/s   0.0mb/s 121683.9ns/op [1394ns - 101208832ns]
closefile5           168703ops    16861ops/s   0.0mb/s   1126.1ns/op [257ns - 10876726ns]
readfile5            168703ops    16861ops/s 260.4mb/s   9392.6ns/op [1010ns - 32843665ns]
openfile5            168700ops    16861ops/s   0.0mb/s 122905.2ns/op [1411ns - 90774626ns]
closefile4           168704ops    16861ops/s   0.0mb/s    919.8ns/op [259ns - 4605794ns]
readfile4            168705ops    16861ops/s 260.3mb/s   9473.9ns/op [1047ns - 50995676ns]
openfile4            168704ops    16861ops/s   0.0mb/s 124141.1ns/op [1521ns - 71441181ns]
closefile3           168703ops    16861ops/s   0.0mb/s   1086.0ns/op [264ns - 16272448ns]
readfile3            168702ops    16861ops/s 259.9mb/s   9455.4ns/op [1020ns - 61384020ns]
openfile3            168700ops    16861ops/s   0.0mb/s 125905.7ns/op [1441ns - 84215858ns]
closefile2           168702ops    16861ops/s   0.0mb/s   1232.7ns/op [262ns - 18269238ns]
readfile2            168702ops    16861ops/s 258.4mb/s   9729.3ns/op [1036ns - 41330729ns]
openfile2            168700ops    16861ops/s   0.0mb/s 131405.2ns/op [1558ns - 90775035ns]
