Filebench Version 1.5-alpha3
0.000: Allocated 173MB of shared memory
0.001: Web-server Version 3.1 personality successfully loaded
0.001: Populating and pre-allocating filesets
0.001: logfiles populated: 1 files, avg. dir. width = 20, avg. dir. depth = 0.0, 0 leafdirs, 0.002MB total size
0.002: Removing logfiles tree (if exists)
0.002: Pre-allocating directories in logfiles tree
0.002: Pre-allocating files in logfiles tree
0.007: bigfileset populated: 8000 files, avg. dir. width = 20, avg. dir. depth = 3.0, 0 leafdirs, 123.244MB total size
0.007: Removing bigfileset tree (if exists)
0.515: Pre-allocating directories in bigfileset tree
0.519: Pre-allocating files in bigfileset tree
0.652: Waiting for pre-allocation to finish (in case of a parallel pre-allocation)
0.652: Population and pre-allocation of filesets completed
0.652: Starting 1 filereader instances
1.655: Running...and log for each ten seconds...
11.662: parser_run Run took 10 seconds...
11.711: Per-Operation Breakdown
appendlog            190769ops    19076ops/s 148.7mb/s 434257.4ns/op [35ns - 76068380ns]
closefile10          190675ops    19066ops/s   0.0mb/s   1045.5ns/op [257ns - 9601429ns]
readfile10           190675ops    19066ops/s 293.7mb/s   8288.9ns/op [945ns - 9405732ns]
openfile10           190679ops    19067ops/s   0.0mb/s 121327.8ns/op [1402ns - 104344178ns]
closefile9           190681ops    19067ops/s   0.0mb/s    983.3ns/op [258ns - 6927992ns]
readfile9            190681ops    19067ops/s 293.2mb/s   8768.3ns/op [1036ns - 21571961ns]
openfile9            190684ops    19067ops/s   0.0mb/s 121752.5ns/op [1339ns - 80031394ns]
closefile8           190687ops    19067ops/s   0.0mb/s    896.5ns/op [257ns - 4261545ns]
readfile8            190687ops    19067ops/s 293.5mb/s   8541.7ns/op [893ns - 44115065ns]
openfile8            190687ops    19067ops/s   0.0mb/s 119686.0ns/op [1336ns - 92208515ns]
closefile7           190688ops    19068ops/s   0.0mb/s   1000.2ns/op [259ns - 6119104ns]
readfile7            190689ops    19068ops/s 294.2mb/s   8874.5ns/op [1029ns - 17306981ns]
openfile7            190693ops    19068ops/s   0.0mb/s 121281.5ns/op [1566ns - 82732482ns]
closefile6           190695ops    19068ops/s   0.0mb/s   1511.6ns/op [261ns - 106812444ns]
readfile6            190696ops    19068ops/s 292.9mb/s   8661.1ns/op [973ns - 7766198ns]
openfile6            190701ops    19069ops/s   0.0mb/s 118339.9ns/op [1289ns - 80977091ns]
closefile5           190702ops    19069ops/s   0.0mb/s    895.3ns/op [260ns - 4810055ns]
readfile5            190702ops    19069ops/s 293.6mb/s   8773.4ns/op [1002ns - 42100817ns]
openfile5            190704ops    19069ops/s   0.0mb/s 122129.6ns/op [1566ns - 67492484ns]
closefile4           190704ops    19069ops/s   0.0mb/s   1201.2ns/op [264ns - 60157265ns]
readfile4            190704ops    19069ops/s 294.1mb/s   8323.0ns/op [1020ns - 8471027ns]
openfile4            190705ops    19069ops/s   0.0mb/s 127270.3ns/op [1571ns - 108336768ns]
closefile3           190707ops    19069ops/s   0.0mb/s   1014.2ns/op [257ns - 4638872ns]
readfile3            190707ops    19069ops/s 295.3mb/s   8598.1ns/op [1013ns - 12792098ns]
openfile3            190710ops    19070ops/s   0.0mb/s 128852.3ns/op [1498ns - 108780652ns]
closefile2           190710ops    19070ops/s   0.0mb/s    995.1ns/op [253ns - 5230055ns]
readfile2            190710ops    19070ops/s 293.8mb/s   8756.2ns/op [931ns - 24084896ns]
openfile2            190715ops    19070ops/s   0.0mb/s 133489.8ns/op [1549ns - 106713697ns]
closefile1           190716ops    19070ops/s   0.0mb/s    887.5ns/op [267ns - 2858271ns]
readfile1            190716ops    19070ops/s 293.1mb/s   9042.3ns/op [1046ns - 18434117ns]
openfile1            190718ops    19071ops/s   0.0mb/s 139561.6ns/op [1703ns - 105848389ns]
11.711: IO Summary: 5911697 ops 591129.470 ops/s 190684/19076 rd/wr 3086.2mb/s   0.2ms/op
21.714: parser_run Run took 20 seconds...
21.764: Per-Operation Breakdown
appendlog            171917ops    17190ops/s 134.1mb/s 603462.7ns/op [33ns - 133685789ns]
closefile10          171922ops    17191ops/s   0.0mb/s   1112.4ns/op [258ns - 15861602ns]
readfile10           171923ops    17191ops/s 264.6mb/s   8486.9ns/op [853ns - 10718337ns]
openfile10           171923ops    17191ops/s   0.0mb/s 117081.4ns/op [1440ns - 143500649ns]
closefile9           171926ops    17191ops/s   0.0mb/s    916.1ns/op [249ns - 6409355ns]
readfile9            171926ops    17191ops/s 264.6mb/s   8563.7ns/op [853ns - 15168005ns]
openfile9            171927ops    17191ops/s   0.0mb/s 118347.5ns/op [1453ns - 85107757ns]
closefile8           171929ops    17191ops/s   0.0mb/s   1187.7ns/op [258ns - 40793897ns]
readfile8            171929ops    17191ops/s 265.3mb/s   9131.3ns/op [934ns - 38977628ns]
openfile8            171933ops    17192ops/s   0.0mb/s 117211.8ns/op [1469ns - 74756510ns]
closefile7           171940ops    17193ops/s   0.0mb/s   1037.1ns/op [255ns - 5284729ns]
readfile7            171940ops    17193ops/s 264.5mb/s   9231.9ns/op [935ns - 30319820ns]
openfile7            171940ops    17193ops/s   0.0mb/s 120326.9ns/op [1477ns - 72852185ns]
closefile6           171942ops    17193ops/s   0.0mb/s   1380.2ns/op [258ns - 30450330ns]
readfile6            171942ops    17193ops/s 264.0mb/s   8809.7ns/op [920ns - 10367109ns]
openfile6            171940ops    17193ops/s   0.0mb/s 121438.3ns/op [1420ns - 159077637ns]
closefile5           171945ops    17193ops/s   0.0mb/s    997.5ns/op [263ns - 5808872ns]
readfile5            171945ops    17193ops/s 264.8mb/s   9458.0ns/op [1021ns - 53260470ns]
openfile5            171952ops    17194ops/s   0.0mb/s 119069.0ns/op [1425ns - 74720332ns]
closefile4           171954ops    17194ops/s   0.0mb/s    974.6ns/op [257ns - 5441914ns]
readfile4            171954ops    17194ops/s 265.1mb/s   8483.1ns/op [951ns - 12120135ns]
openfile4            171962ops    17195ops/s   0.0mb/s 124385.6ns/op [1618ns - 151035801ns]
closefile3           171966ops    17195ops/s   0.0mb/s   1094.9ns/op [263ns - 53911457ns]
readfile3            171966ops    17195ops/s 265.3mb/s   9524.7ns/op [944ns - 25429317ns]
openfile3            171966ops    17195ops/s   0.0mb/s 127554.1ns/op [1587ns - 75765983ns]
closefile2           171971ops    17196ops/s   0.0mb/s   1034.5ns/op [259ns - 5252893ns]
readfile2            171971ops    17196ops/s 265.4mb/s   9311.1ns/op [918ns - 36392208ns]
openfile2            171969ops    17195ops/s   0.0mb/s 131969.7ns/op [1533ns - 212979615ns]
closefile1           171972ops    17196ops/s   0.0mb/s   1141.2ns/op [265ns - 15899069ns]
readfile1            171972ops    17196ops/s 265.1mb/s   9759.4ns/op [1012ns - 39422058ns]
openfile1            171971ops    17196ops/s   0.0mb/s 123523.0ns/op [1686ns - 72035513ns]
21.764: IO Summary: 5330335 ops 532988.200 ops/s 171932/17190 rd/wr 2782.8mb/s   0.2ms/op
31.804: parser_run Run took 30 seconds...
31.861: Per-Operation Breakdown
appendlog            171296ops    17062ops/s 133.2mb/s 698468.0ns/op [23ns - 115898943ns]
closefile10          171295ops    17062ops/s   0.0mb/s    935.7ns/op [251ns - 7790331ns]
readfile10           171294ops    17062ops/s 262.5mb/s   8690.3ns/op [926ns - 14382160ns]
openfile10           171292ops    17062ops/s   0.0mb/s 116358.8ns/op [1328ns - 70206912ns]
closefile9           171295ops    17062ops/s   0.0mb/s    990.6ns/op [253ns - 7480326ns]
readfile9            171296ops    17062ops/s 262.1mb/s   8411.9ns/op [914ns - 20230857ns]
openfile9            171293ops    17062ops/s   0.0mb/s 118312.7ns/op [1287ns - 98879009ns]
closefile8           171296ops    17062ops/s   0.0mb/s   1081.7ns/op [256ns - 34274339ns]
