Filebench Version 1.5-alpha3
0.000: Allocated 173MB of shared memory
0.001: Web-server Version 3.1 personality successfully loaded
0.001: Populating and pre-allocating filesets
0.001: logfiles populated: 1 files, avg. dir. width = 20, avg. dir. depth = 0.0, 0 leafdirs, 0.002MB total size
0.001: Removing logfiles tree (if exists)
0.002: Pre-allocating directories in logfiles tree
0.002: Pre-allocating files in logfiles tree
0.006: bigfileset populated: 8000 files, avg. dir. width = 20, avg. dir. depth = 3.0, 0 leafdirs, 123.244MB total size
0.006: Removing bigfileset tree (if exists)
0.491: Pre-allocating directories in bigfileset tree
0.495: Pre-allocating files in bigfileset tree
0.958: Waiting for pre-allocation to finish (in case of a parallel pre-allocation)
0.958: Population and pre-allocation of filesets completed
0.958: Starting 1 filereader instances
1.962: Running...and log for each ten seconds...
11.969: parser_run Run took 10 seconds...
12.018: Per-Operation Breakdown
appendlog            149383ops    14931ops/s 116.7mb/s 3066653.2ns/op [24ns - 234857488ns]
closefile10          149284ops    14921ops/s   0.0mb/s    729.1ns/op [251ns - 3992929ns]
readfile10           149284ops    14921ops/s 229.8mb/s   7502.9ns/op [931ns - 87928723ns]
openfile10           149286ops    14921ops/s   0.0mb/s  93209.5ns/op [1356ns - 203824434ns]
closefile9           149291ops    14922ops/s   0.0mb/s    775.1ns/op [253ns - 4297957ns]
readfile9            149291ops    14922ops/s 229.9mb/s   8780.8ns/op [865ns - 150484963ns]
openfile9            149292ops    14922ops/s   0.0mb/s  90047.3ns/op [1392ns - 187552758ns]
closefile8           149295ops    14922ops/s   0.0mb/s    833.8ns/op [249ns - 11076675ns]
readfile8            149295ops    14922ops/s 230.5mb/s   6847.2ns/op [927ns - 65753378ns]
openfile8            149298ops    14923ops/s   0.0mb/s  83510.0ns/op [1434ns - 145096952ns]
closefile7           149301ops    14923ops/s   0.0mb/s    691.2ns/op [258ns - 4285450ns]
readfile7            149301ops    14923ops/s 230.3mb/s   6198.8ns/op [821ns - 17998977ns]
openfile7            149304ops    14923ops/s   0.0mb/s  84130.3ns/op [1338ns - 147930309ns]
closefile6           149307ops    14923ops/s   0.0mb/s    712.9ns/op [256ns - 7267907ns]
readfile6            149307ops    14923ops/s 230.1mb/s   6585.3ns/op [883ns - 86904033ns]
openfile6            149307ops    14923ops/s   0.0mb/s  97743.4ns/op [1418ns - 223097419ns]
closefile5           149308ops    14924ops/s   0.0mb/s    713.8ns/op [254ns - 5131948ns]
readfile5            149308ops    14924ops/s 229.2mb/s   7139.3ns/op [883ns - 85574003ns]
openfile5            149312ops    14924ops/s   0.0mb/s  97756.8ns/op [1434ns - 161197619ns]
closefile4           149314ops    14924ops/s   0.0mb/s    823.4ns/op [254ns - 9593184ns]
readfile4            149315ops    14924ops/s 229.5mb/s   8807.5ns/op [937ns - 87617261ns]
openfile4            149318ops    14925ops/s   0.0mb/s  94635.2ns/op [1374ns - 162913131ns]
closefile3           149320ops    14925ops/s   0.0mb/s    870.2ns/op [251ns - 12234315ns]
readfile3            149320ops    14925ops/s 229.7mb/s   6621.8ns/op [848ns - 58675502ns]
openfile3            149321ops    14925ops/s   0.0mb/s 102573.1ns/op [1389ns - 210095012ns]
closefile2           149321ops    14925ops/s   0.0mb/s    694.1ns/op [259ns - 2574107ns]
readfile2            149322ops    14925ops/s 230.0mb/s   6998.4ns/op [836ns - 87895180ns]
openfile2            149325ops    14925ops/s   0.0mb/s 103700.7ns/op [1426ns - 228182702ns]
closefile1           149326ops    14925ops/s   0.0mb/s    763.0ns/op [267ns - 8087001ns]
readfile1            149326ops    14925ops/s 230.1mb/s  10136.2ns/op [910ns - 87177549ns]
openfile1            149328ops    14926ops/s   0.0mb/s 105881.6ns/op [1562ns - 233541059ns]
12.018: IO Summary: 4628610 ops 462635.779 ops/s 149234/14931 rd/wr 2415.7mb/s   0.4ms/op
22.036: parser_run Run took 20 seconds...
22.085: Per-Operation Breakdown
appendlog            141217ops    14097ops/s 110.2mb/s 2770610.7ns/op [39ns - 216895748ns]
closefile10          141219ops    14097ops/s   0.0mb/s    729.8ns/op [254ns - 4992463ns]
readfile10           141219ops    14097ops/s 217.4mb/s   6693.7ns/op [877ns - 39877343ns]
openfile10           141220ops    14097ops/s   0.0mb/s  84679.9ns/op [1387ns - 190317339ns]
closefile9           141217ops    14097ops/s   0.0mb/s   1011.6ns/op [259ns - 38087167ns]
readfile9            141217ops    14097ops/s 217.3mb/s   6714.3ns/op [960ns - 44997553ns]
openfile9            141217ops    14097ops/s   0.0mb/s  90489.0ns/op [1295ns - 137747307ns]
closefile8           141217ops    14097ops/s   0.0mb/s    762.9ns/op [256ns - 5688915ns]
readfile8            141218ops    14097ops/s 216.9mb/s   6408.9ns/op [667ns - 28604007ns]
openfile8            141217ops    14097ops/s   0.0mb/s  85027.1ns/op [1335ns - 144532988ns]
closefile7           141219ops    14097ops/s   0.0mb/s    846.4ns/op [257ns - 12469048ns]
readfile7            141219ops    14097ops/s 216.8mb/s   7075.6ns/op [938ns - 82789329ns]
openfile7            141216ops    14097ops/s   0.0mb/s  95860.1ns/op [1467ns - 198726404ns]
closefile6           141216ops    14097ops/s   0.0mb/s    964.0ns/op [257ns - 22322489ns]
readfile6            141216ops    14097ops/s 216.8mb/s   6471.2ns/op [824ns - 33567932ns]
openfile6            141221ops    14098ops/s   0.0mb/s  97689.5ns/op [1258ns - 218795774ns]
closefile5           141221ops    14098ops/s   0.0mb/s   1250.7ns/op [260ns - 46297782ns]
