Filebench Version 1.5-alpha3
0.000: Allocated 173MB of shared memory
0.001: Web-server Version 3.1 personality successfully loaded
0.001: Populating and pre-allocating filesets
0.001: logfiles populated: 1 files, avg. dir. width = 20, avg. dir. depth = 0.0, 0 leafdirs, 0.002MB total size
0.001: Removing logfiles tree (if exists)
0.002: Pre-allocating directories in logfiles tree
0.002: Pre-allocating files in logfiles tree
0.006: bigfileset populated: 8000 files, avg. dir. width = 20, avg. dir. depth = 3.0, 0 leafdirs, 123.244MB total size
0.006: Removing bigfileset tree (if exists)
0.685: Pre-allocating directories in bigfileset tree
0.689: Pre-allocating files in bigfileset tree
0.846: Waiting for pre-allocation to finish (in case of a parallel pre-allocation)
0.846: Population and pre-allocation of filesets completed
0.846: Starting 1 filereader instances
1.849: Running...and log for each ten seconds...
11.853: parser_run Run took 10 seconds...
11.903: Per-Operation Breakdown
appendlog            198962ops    19895ops/s 155.1mb/s 491687.8ns/op [36ns - 168644953ns]
closefile10          198876ops    19886ops/s   0.0mb/s    838.9ns/op [256ns - 2726580ns]
readfile10           198876ops    19886ops/s 307.2mb/s   8220.9ns/op [1000ns - 6766249ns]
openfile10           198878ops    19887ops/s   0.0mb/s 113136.6ns/op [1596ns - 91014969ns]
closefile9           198878ops    19887ops/s   0.0mb/s   1060.4ns/op [251ns - 7190756ns]
readfile9            198879ops    19887ops/s 306.1mb/s   8889.3ns/op [894ns - 16331139ns]
openfile9            198881ops    19887ops/s   0.0mb/s 111247.6ns/op [1497ns - 66442228ns]
closefile8           198885ops    19887ops/s   0.0mb/s   1154.1ns/op [260ns - 9439621ns]
readfile8            198885ops    19887ops/s 306.4mb/s   8518.5ns/op [989ns - 9526096ns]
openfile8            198886ops    19887ops/s   0.0mb/s 109694.7ns/op [1463ns - 45442844ns]
closefile7           198889ops    19888ops/s   0.0mb/s   1075.9ns/op [263ns - 10869935ns]
readfile7            198889ops    19888ops/s 306.9mb/s   8608.2ns/op [980ns - 9010441ns]
openfile7            198889ops    19888ops/s   0.0mb/s 108555.5ns/op [1493ns - 59528186ns]
closefile6           198891ops    19888ops/s   0.0mb/s   1000.6ns/op [258ns - 6560560ns]
readfile6            198891ops    19888ops/s 306.6mb/s   8678.0ns/op [924ns - 7813926ns]
openfile6            198892ops    19888ops/s   0.0mb/s 112545.3ns/op [1581ns - 60179660ns]
closefile5           198893ops    19888ops/s   0.0mb/s    975.0ns/op [258ns - 5400033ns]
readfile5            198893ops    19888ops/s 306.4mb/s   8367.0ns/op [880ns - 9380729ns]
openfile5            198894ops    19888ops/s   0.0mb/s 112542.9ns/op [1326ns - 41145700ns]
closefile4           198898ops    19889ops/s   0.0mb/s    871.2ns/op [260ns - 3969391ns]
readfile4            198898ops    19889ops/s 306.3mb/s   8735.4ns/op [919ns - 14492513ns]
openfile4            198899ops    19889ops/s   0.0mb/s 113742.1ns/op [1312ns - 97442137ns]
closefile3           198900ops    19889ops/s   0.0mb/s    997.2ns/op [254ns - 11763535ns]
readfile3            198900ops    19889ops/s 305.2mb/s   8992.2ns/op [866ns - 13499885ns]
openfile3            198903ops    19889ops/s   0.0mb/s 119284.7ns/op [1543ns - 57926085ns]
closefile2           198905ops    19889ops/s   0.0mb/s    961.7ns/op [255ns - 4246092ns]
readfile2            198905ops    19889ops/s 306.5mb/s   8682.7ns/op [999ns - 7724800ns]
openfile2            198906ops    19889ops/s   0.0mb/s 123246.9ns/op [1436ns - 44372745ns]
closefile1           198908ops    19890ops/s   0.0mb/s   1026.9ns/op [280ns - 5951140ns]
readfile1            198908ops    19890ops/s 306.3mb/s   9445.7ns/op [1003ns - 19218150ns]
openfile1            198910ops    19890ops/s   0.0mb/s 135872.6ns/op [1904ns - 117277296ns]
11.903: IO Summary: 6165747 ops 616535.524 ops/s 198880/19895 rd/wr 3218.9mb/s   0.2ms/op
21.912: parser_run Run took 20 seconds...
21.981: Per-Operation Breakdown
appendlog            177885ops    17775ops/s 138.7mb/s 643146.7ns/op [23ns - 183745065ns]
closefile10          177891ops    17776ops/s   0.0mb/s    894.9ns/op [259ns - 6322286ns]
readfile10           177891ops    17776ops/s 273.8mb/s   8334.8ns/op [973ns - 23392032ns]
openfile10           177894ops    17776ops/s   0.0mb/s 112774.8ns/op [1272ns - 95008250ns]
closefile9           177897ops    17776ops/s   0.0mb/s    917.7ns/op [252ns - 7213286ns]
readfile9            177897ops    17776ops/s 273.6mb/s   8876.1ns/op [856ns - 46618745ns]
openfile9            177897ops    17776ops/s   0.0mb/s 109177.5ns/op [1381ns - 75150139ns]
closefile8           177896ops    17776ops/s   0.0mb/s   1026.4ns/op [255ns - 20768575ns]
readfile8            177896ops    17776ops/s 274.3mb/s   8815.9ns/op [912ns - 86190586ns]
openfile8            177898ops    17776ops/s   0.0mb/s 113081.7ns/op [1440ns - 149845616ns]
closefile7           177896ops    17776ops/s   0.0mb/s   1027.9ns/op [257ns - 9159646ns]
readfile7            177896ops    17776ops/s 274.7mb/s   8618.0ns/op [921ns - 63449228ns]
openfile7            177900ops    17777ops/s   0.0mb/s 107240.8ns/op [1360ns - 98271476ns]
closefile6           177902ops    17777ops/s   0.0mb/s    837.6ns/op [259ns - 4615552ns]
readfile6            177902ops    17777ops/s 274.2mb/s   8783.8ns/op [931ns - 45906438ns]
openfile6            177904ops    17777ops/s   0.0mb/s 108495.1ns/op [1419ns - 192388670ns]
closefile5           177906ops    17777ops/s   0.0mb/s    865.1ns/op [260ns - 5987003ns]
readfile5            177906ops    17777ops/s 273.3mb/s   8593.6ns/op [900ns - 24605377ns]
openfile5            177909ops    17777ops/s   0.0mb/s 113467.5ns/op [1419ns - 145423924ns]
closefile4           177910ops    17778ops/s   0.0mb/s    990.9ns/op [260ns - 4390315ns]
readfile4            177911ops    17778ops/s 274.1mb/s   9087.7ns/op [930ns - 50287019ns]
openfile4            177913ops    17778ops/s   0.0mb/s 113838.6ns/op [1376ns - 66833916ns]
closefile3           177913ops    17778ops/s   0.0mb/s   1080.5ns/op [262ns - 9528202ns]
readfile3            177913ops    17778ops/s 273.5mb/s   8680.8ns/op [831ns - 19277838ns]
openfile3            177913ops    17778ops/s   0.0mb/s 117442.4ns/op [1626ns - 99925168ns]
closefile2           177913ops    17778ops/s   0.0mb/s   1047.5ns/op [263ns - 19553230ns]
readfile2            177913ops    17778ops/s 273.8mb/s   8386.4ns/op [786ns - 26391799ns]
openfile2            177913ops    17778ops/s   0.0mb/s 125395.1ns/op [1587ns - 145749245ns]
closefile1           177917ops    17778ops/s   0.0mb/s    872.0ns/op [272ns - 3193889ns]
readfile1            177916ops    17778ops/s 273.4mb/s   9881.1ns/op [909ns - 45258068ns]
openfile1            177919ops    17778ops/s   0.0mb/s 126605.2ns/op [1862ns - 122894718ns]
21.981: IO Summary: 5515027 ops 551084.716 ops/s 177769/17775 rd/wr 2877.4mb/s   0.2ms/op
31.999: parser_run Run took 30 seconds...
32.049: Per-Operation Breakdown
appendlog            180231ops    17993ops/s 140.6mb/s 619508.2ns/op [31ns - 121283126ns]
closefile10          180237ops    17994ops/s   0.0mb/s    974.2ns/op [259ns - 8909548ns]
readfile10           180237ops    17994ops/s 277.3mb/s   9425.3ns/op [957ns - 70624714ns]
openfile10           180235ops    17994ops/s   0.0mb/s 111342.8ns/op [1527ns - 75286182ns]
closefile9           180240ops    17994ops/s   0.0mb/s    904.4ns/op [258ns - 13965424ns]
readfile9            180242ops    17994ops/s 277.2mb/s   8660.6ns/op [980ns - 46694755ns]
openfile9            180244ops    17994ops/s   0.0mb/s 112716.4ns/op [1341ns - 98399928ns]
closefile8           180246ops    17995ops/s   0.0mb/s    985.6ns/op [262ns - 5666115ns]
readfile8            180246ops    17995ops/s 276.9mb/s   8514.5ns/op [956ns - 23464383ns]
openfile8            180248ops    17995ops/s   0.0mb/s 109171.4ns/op [1467ns - 72606808ns]
closefile7           180251ops    17995ops/s   0.0mb/s   1065.0ns/op [264ns - 5377802ns]
readfile7            180251ops    17995ops/s 276.0mb/s   8991.4ns/op [967ns - 23788487ns]
openfile7            180251ops    17995ops/s   0.0mb/s 111272.3ns/op [1537ns - 56504401ns]
closefile6           180251ops    17995ops/s   0.0mb/s   1185.4ns/op [257ns - 15301974ns]
readfile6            180251ops    17995ops/s 277.7mb/s   8984.8ns/op [982ns - 54898236ns]
openfile6            180251ops    17995ops/s   0.0mb/s 113680.6ns/op [1488ns - 102598682ns]
closefile5           180251ops    17995ops/s   0.0mb/s    940.9ns/op [265ns - 3748349ns]
readfile5            180251ops    17995ops/s 277.3mb/s   8823.9ns/op [925ns - 19740612ns]
openfile5            180257ops    17996ops/s   0.0mb/s 111671.6ns/op [1532ns - 112918428ns]
closefile4           180254ops    17995ops/s   0.0mb/s    934.3ns/op [268ns - 5986196ns]
readfile4            180253ops    17995ops/s 277.8mb/s   8523.0ns/op [932ns - 14472401ns]
openfile4            180253ops    17995ops/s   0.0mb/s 113303.5ns/op [1557ns - 117605745ns]
closefile3           180259ops    17996ops/s   0.0mb/s    999.7ns/op [273ns - 20435880ns]
readfile3            180259ops    17996ops/s 277.3mb/s   8873.3ns/op [967ns - 29198149ns]
openfile3            180262ops    17996ops/s   0.0mb/s 119131.3ns/op [1567ns - 102318813ns]
closefile2           180266ops    17997ops/s   0.0mb/s    888.6ns/op [266ns - 5004301ns]
readfile2            180266ops    17997ops/s 277.3mb/s   9034.9ns/op [1010ns - 20451394ns]
openfile2            180269ops    17997ops/s   0.0mb/s 123958.6ns/op [1567ns - 91622851ns]
closefile1           180268ops    17997ops/s   0.0mb/s   1003.1ns/op [274ns - 5113892ns]
readfile1            180268ops    17997ops/s 277.5mb/s   9439.8ns/op [995ns - 33001190ns]
openfile1            180268ops    17997ops/s   0.0mb/s 126114.2ns/op [1769ns - 81474137ns]
32.049: IO Summary: 5587816 ops 557852.719 ops/s 179953/17993 rd/wr 2912.8mb/s   0.2ms/op
42.052: parser_run Run took 40 seconds...
42.101: Per-Operation Breakdown
appendlog            173674ops    17366ops/s 135.7mb/s 1136468.2ns/op [38ns - 156441079ns]
closefile10          173767ops    17375ops/s   0.0mb/s    895.8ns/op [255ns - 4168818ns]
readfile10           173767ops    17375ops/s 267.2mb/s   8472.3ns/op [871ns - 38042783ns]
openfile10           173764ops    17375ops/s   0.0mb/s 100357.7ns/op [1248ns - 213558017ns]
closefile9           173754ops    17374ops/s   0.0mb/s   1007.3ns/op [249ns - 6596315ns]
readfile9            173753ops    17374ops/s 267.7mb/s   8568.5ns/op [893ns - 33487716ns]
openfile9            173748ops    17374ops/s   0.0mb/s  95761.4ns/op [1323ns - 103170118ns]
closefile8           173744ops    17373ops/s   0.0mb/s    956.9ns/op [259ns - 8085863ns]
readfile8            173744ops    17373ops/s 267.1mb/s   9016.9ns/op [941ns - 145748843ns]
openfile8            173739ops    17373ops/s   0.0mb/s  99803.3ns/op [1248ns - 171593150ns]
closefile7           173735ops    17372ops/s   0.0mb/s    856.7ns/op [258ns - 2984495ns]
readfile7            173735ops    17372ops/s 267.7mb/s   9018.9ns/op [863ns - 75971370ns]
