Filebench Version 1.5-alpha3
0.000: Allocated 173MB of shared memory
0.001: Web-server Version 3.1 personality successfully loaded
0.001: Populating and pre-allocating filesets
0.002: logfiles populated: 1 files, avg. dir. width = 20, avg. dir. depth = 0.0, 0 leafdirs, 0.002MB total size
0.002: Removing logfiles tree (if exists)
0.002: Pre-allocating directories in logfiles tree
0.003: Pre-allocating files in logfiles tree
0.007: bigfileset populated: 8000 files, avg. dir. width = 20, avg. dir. depth = 3.0, 0 leafdirs, 123.244MB total size
0.007: Removing bigfileset tree (if exists)
0.821: Pre-allocating directories in bigfileset tree
0.825: Pre-allocating files in bigfileset tree
1.654: Waiting for pre-allocation to finish (in case of a parallel pre-allocation)
1.654: Population and pre-allocation of filesets completed
1.654: Starting 1 filereader instances
2.657: Running...and log for each ten seconds...
12.661: parser_run Run took 10 seconds...
12.712: Per-Operation Breakdown
appendlog            106261ops    10625ops/s  82.9mb/s 6094350.2ns/op [35ns - 312862937ns]
closefile10          106167ops    10616ops/s   0.0mb/s    965.5ns/op [253ns - 24776824ns]
readfile10           106167ops    10616ops/s 162.7mb/s   7277.6ns/op [905ns - 84188464ns]
openfile10           106167ops    10616ops/s   0.0mb/s  69647.7ns/op [1426ns - 138453720ns]
closefile9           106167ops    10616ops/s   0.0mb/s   1634.3ns/op [255ns - 31343445ns]
readfile9            106167ops    10616ops/s 162.9mb/s   6260.3ns/op [863ns - 32026719ns]
openfile9            106167ops    10616ops/s   0.0mb/s  74348.6ns/op [1393ns - 127202549ns]
closefile8           106167ops    10616ops/s   0.0mb/s   1215.6ns/op [249ns - 28539187ns]
readfile8            106167ops    10616ops/s 163.2mb/s   7252.1ns/op [931ns - 57856947ns]
openfile8            106167ops    10616ops/s   0.0mb/s  73774.4ns/op [1321ns - 135075289ns]
closefile7           106167ops    10616ops/s   0.0mb/s    821.2ns/op [258ns - 16633464ns]
readfile7            106167ops    10616ops/s 164.2mb/s   7720.8ns/op [1003ns - 135239572ns]
openfile7            106167ops    10616ops/s   0.0mb/s  85468.6ns/op [1460ns - 134584431ns]
closefile6           106167ops    10616ops/s   0.0mb/s   1116.0ns/op [260ns - 32047915ns]
readfile6            106167ops    10616ops/s 164.4mb/s   6507.9ns/op [818ns - 23735774ns]
openfile6            106167ops    10616ops/s   0.0mb/s  83891.3ns/op [1404ns - 131892817ns]
closefile5           106167ops    10616ops/s   0.0mb/s   1002.6ns/op [250ns - 23653400ns]
readfile5            106167ops    10616ops/s 163.0mb/s   6996.7ns/op [967ns - 36331845ns]
openfile5            106167ops    10616ops/s   0.0mb/s  81627.0ns/op [1385ns - 134680893ns]
closefile4           106167ops    10616ops/s   0.0mb/s    764.7ns/op [251ns - 3376596ns]
readfile4            106167ops    10616ops/s 163.8mb/s   6449.2ns/op [886ns - 19680486ns]
