Filebench Version 1.5-alpha3
0.000: Allocated 173MB of shared memory
0.001: Web-server Version 3.1 personality successfully loaded
0.001: Populating and pre-allocating filesets
0.001: logfiles populated: 1 files, avg. dir. width = 20, avg. dir. depth = 0.0, 0 leafdirs, 0.002MB total size
0.001: Removing logfiles tree (if exists)
0.002: Pre-allocating directories in logfiles tree
0.002: Pre-allocating files in logfiles tree
0.006: bigfileset populated: 8000 files, avg. dir. width = 20, avg. dir. depth = 3.0, 0 leafdirs, 123.244MB total size
0.006: Removing bigfileset tree (if exists)
0.790: Pre-allocating directories in bigfileset tree
0.796: Pre-allocating files in bigfileset tree
1.416: Waiting for pre-allocation to finish (in case of a parallel pre-allocation)
1.416: Population and pre-allocation of filesets completed
1.416: Starting 1 filereader instances
2.419: Running...and log for each ten seconds...
12.423: parser_run Run took 10 seconds...
12.474: Per-Operation Breakdown
appendlog            117961ops    11795ops/s  92.0mb/s 5083486.4ns/op [37ns - 317047627ns]
closefile10          117870ops    11786ops/s   0.0mb/s    871.8ns/op [249ns - 26486959ns]
readfile10           117870ops    11786ops/s 181.6mb/s   6082.1ns/op [850ns - 21789356ns]
openfile10           117870ops    11786ops/s   0.0mb/s  74842.5ns/op [1286ns - 132172431ns]
closefile9           117872ops    11786ops/s   0.0mb/s    862.7ns/op [253ns - 18932767ns]
readfile9            117872ops    11786ops/s 181.6mb/s   6402.8ns/op [828ns - 19244054ns]
openfile9            117873ops    11786ops/s   0.0mb/s  76113.2ns/op [1298ns - 224918430ns]
closefile8           117874ops    11786ops/s   0.0mb/s    690.0ns/op [251ns - 1626170ns]
readfile8            117874ops    11786ops/s 181.8mb/s   6130.2ns/op [851ns - 15000054ns]
openfile8            117874ops    11786ops/s   0.0mb/s  86281.1ns/op [1151ns - 212558431ns]
closefile7           117874ops    11786ops/s   0.0mb/s    807.3ns/op [250ns - 11519282ns]
readfile7            117874ops    11786ops/s 181.3mb/s   6919.8ns/op [873ns - 49182556ns]
openfile7            117874ops    11786ops/s   0.0mb/s  85607.1ns/op [1257ns - 160047176ns]
closefile6           117875ops    11786ops/s   0.0mb/s    726.2ns/op [250ns - 8131026ns]
readfile6            117875ops    11786ops/s 181.9mb/s   6148.1ns/op [886ns - 28702173ns]
openfile6            117878ops    11787ops/s   0.0mb/s  82634.5ns/op [1288ns - 134688050ns]
closefile5           117879ops    11787ops/s   0.0mb/s   1266.2ns/op [254ns - 59721470ns]
readfile5            117879ops    11787ops/s 181.0mb/s   7107.7ns/op [899ns - 79327784ns]
openfile5            117880ops    11787ops/s   0.0mb/s  86031.2ns/op [1317ns - 157793900ns]
closefile4           117882ops    11787ops/s   0.0mb/s    710.5ns/op [251ns - 1257740ns]
readfile4            117883ops    11787ops/s 181.4mb/s   6313.2ns/op [839ns - 33185893ns]
openfile4            117884ops    11787ops/s   0.0mb/s  91150.2ns/op [1244ns - 133749299ns]
closefile3           117885ops    11787ops/s   0.0mb/s    745.3ns/op [253ns - 5165604ns]
readfile3            117885ops    11787ops/s 181.4mb/s   6449.4ns/op [881ns - 31833347ns]
openfile3            117887ops    11787ops/s   0.0mb/s  91347.4ns/op [1223ns - 167363737ns]
closefile2           117887ops    11787ops/s   0.0mb/s   1094.7ns/op [255ns - 23249451ns]
readfile2            117887ops    11787ops/s 181.9mb/s   7016.7ns/op [870ns - 39027390ns]
openfile2            117888ops    11788ops/s   0.0mb/s  95491.2ns/op [1343ns - 194263908ns]
closefile1           117890ops    11788ops/s   0.0mb/s    850.4ns/op [264ns - 9677263ns]
readfile1            117890ops    11788ops/s 181.8mb/s   6967.4ns/op [916ns - 20839588ns]
openfile1            117891ops    11788ops/s   0.0mb/s 118914.8ns/op [1334ns - 169958099ns]
12.474: IO Summary: 3654337 ops 365395.946 ops/s 117867/11795 rd/wr 1907.9mb/s   0.5ms/op
22.510: parser_run Run took 20 seconds...
22.559: Per-Operation Breakdown
appendlog            107335ops    10697ops/s  83.6mb/s 5195876.8ns/op [35ns - 260759663ns]
closefile10          107336ops    10697ops/s   0.0mb/s    815.1ns/op [261ns - 13201796ns]
readfile10           107336ops    10697ops/s 164.1mb/s   6114.5ns/op [967ns - 8205501ns]
openfile10           107338ops    10698ops/s   0.0mb/s  72362.9ns/op [1432ns - 136917970ns]
closefile9           107338ops    10698ops/s   0.0mb/s    878.6ns/op [254ns - 19398979ns]
readfile9            107338ops    10698ops/s 164.8mb/s   6677.6ns/op [945ns - 28790840ns]
openfile9            107337ops    10698ops/s   0.0mb/s  77337.2ns/op [1486ns - 134423113ns]
closefile8           107340ops    10698ops/s   0.0mb/s    778.5ns/op [252ns - 8001325ns]
readfile8            107340ops    10698ops/s 165.2mb/s   7144.8ns/op [926ns - 113879959ns]
openfile8            107341ops    10698ops/s   0.0mb/s  75597.0ns/op [1339ns - 201577627ns]
closefile7           107341ops    10698ops/s   0.0mb/s    968.7ns/op [250ns - 30131900ns]
readfile7            107341ops    10698ops/s 164.5mb/s   6500.2ns/op [859ns - 41845755ns]
openfile7            107343ops    10698ops/s   0.0mb/s  85901.8ns/op [1448ns - 145546135ns]
closefile6           107342ops    10698ops/s   0.0mb/s   1173.9ns/op [256ns - 35713405ns]
readfile6            107342ops    10698ops/s 165.3mb/s   7572.7ns/op [1004ns - 96043404ns]
openfile6            107341ops    10698ops/s   0.0mb/s  89292.1ns/op [1487ns - 164197840ns]
closefile5           107340ops    10698ops/s   0.0mb/s    937.2ns/op [249ns - 17973315ns]
readfile5            107340ops    10698ops/s 164.9mb/s   6393.8ns/op [988ns - 18329472ns]
openfile5            107342ops    10698ops/s   0.0mb/s  75361.4ns/op [1515ns - 137110353ns]
closefile4           107340ops    10698ops/s   0.0mb/s   1866.3ns/op [250ns - 117404101ns]
readfile4            107339ops    10698ops/s 165.1mb/s   7360.9ns/op [982ns - 33578679ns]
openfile4            107339ops    10698ops/s   0.0mb/s  92158.8ns/op [1456ns - 200911784ns]
closefile3           107340ops    10698ops/s   0.0mb/s   1162.5ns/op [250ns - 33121569ns]
readfile3            107340ops    10698ops/s 164.1mb/s   6602.6ns/op [936ns - 65686355ns]
openfile3            107340ops    10698ops/s   0.0mb/s  84176.5ns/op [1507ns - 200346127ns]
closefile2           107341ops    10698ops/s   0.0mb/s    690.9ns/op [259ns - 1777579ns]
readfile2            107341ops    10698ops/s 165.1mb/s   6784.6ns/op [996ns - 23418406ns]
openfile2            107343ops    10698ops/s   0.0mb/s  91881.7ns/op [1539ns - 200093194ns]
closefile1           107342ops    10698ops/s   0.0mb/s    806.9ns/op [281ns - 10962938ns]
readfile1            107342ops    10698ops/s 164.9mb/s   8211.4ns/op [964ns - 79926000ns]
openfile1            107341ops    10698ops/s   0.0mb/s  91567.9ns/op [1889ns - 176062011ns]
22.559: IO Summary: 3327539 ops 331632.541 ops/s 106978/10697 rd/wr 1731.7mb/s   0.6ms/op
32.588: parser_run Run took 30 seconds...
32.637: Per-Operation Breakdown
appendlog            111980ops    11167ops/s  87.0mb/s 4708233.4ns/op [35ns - 274009189ns]
closefile10          111985ops    11168ops/s   0.0mb/s    675.6ns/op [257ns - 1599248ns]
readfile10           111985ops    11168ops/s 172.0mb/s   6564.3ns/op [883ns - 31753895ns]
openfile10           111986ops    11168ops/s   0.0mb/s  82659.8ns/op [1180ns - 214677572ns]
closefile9           111986ops    11168ops/s   0.0mb/s    863.7ns/op [255ns - 6836913ns]
readfile9            111986ops    11168ops/s 171.8mb/s   8025.8ns/op [882ns - 74068826ns]
openfile9            111987ops    11168ops/s   0.0mb/s  82276.8ns/op [1233ns - 204623589ns]
closefile8           111988ops    11168ops/s   0.0mb/s    649.9ns/op [252ns - 1205230ns]
readfile8            111988ops    11168ops/s 171.5mb/s   7781.4ns/op [901ns - 82411844ns]
openfile8            111994ops    11169ops/s   0.0mb/s  87235.6ns/op [1169ns - 194233412ns]
closefile7           111995ops    11169ops/s   0.0mb/s    954.5ns/op [252ns - 20041705ns]
readfile7            111995ops    11169ops/s 172.7mb/s   6335.7ns/op [895ns - 25700932ns]
openfile7            112000ops    11169ops/s   0.0mb/s  86252.3ns/op [1160ns - 155189231ns]
closefile6           112004ops    11170ops/s   0.0mb/s   1240.3ns/op [258ns - 61065253ns]
readfile6            112004ops    11170ops/s 171.6mb/s   6105.1ns/op [852ns - 10243668ns]
openfile6            112005ops    11170ops/s   0.0mb/s  94947.1ns/op [1216ns - 190143920ns]
closefile5           112009ops    11170ops/s   0.0mb/s    725.1ns/op [246ns - 2330968ns]
readfile5            112009ops    11170ops/s 172.1mb/s   6200.0ns/op [941ns - 36548201ns]
openfile5            112013ops    11171ops/s   0.0mb/s  88034.5ns/op [1183ns - 225740816ns]
closefile4           112018ops    11171ops/s   0.0mb/s    843.0ns/op [258ns - 9280012ns]
readfile4            112019ops    11171ops/s 172.8mb/s   7036.9ns/op [940ns - 30803544ns]
openfile4            112020ops    11171ops/s   0.0mb/s  88040.6ns/op [1187ns - 123725815ns]
closefile3           112024ops    11172ops/s   0.0mb/s    870.2ns/op [259ns - 8480170ns]
readfile3            112024ops    11172ops/s 171.6mb/s   6679.7ns/op [930ns - 36417065ns]
openfile3            112026ops    11172ops/s   0.0mb/s 102648.3ns/op [1240ns - 176979957ns]
closefile2           112032ops    11173ops/s   0.0mb/s    893.5ns/op [260ns - 14636099ns]
readfile2            112032ops    11173ops/s 172.9mb/s   7107.0ns/op [882ns - 36728809ns]
openfile2            112033ops    11173ops/s   0.0mb/s 107617.3ns/op [1203ns - 195780562ns]
closefile1           112036ops    11173ops/s   0.0mb/s   1008.9ns/op [269ns - 26408501ns]
readfile1            112036ops    11173ops/s 171.8mb/s   7545.3ns/op [919ns - 66713906ns]
openfile1            112043ops    11174ops/s   0.0mb/s  94822.8ns/op [1286ns - 181828264ns]
32.637: IO Summary: 3472242 ops 346277.727 ops/s 111702/11167 rd/wr 1807.8mb/s   0.5ms/op
42.659: parser_run Run took 40 seconds...
42.713: Per-Operation Breakdown
appendlog            107085ops    10687ops/s  83.2mb/s 5044573.7ns/op [36ns - 300056145ns]
closefile10          107180ops    10696ops/s   0.0mb/s    713.9ns/op [253ns - 2524739ns]
readfile10           107180ops    10696ops/s 164.7mb/s   7463.2ns/op [913ns - 59654388ns]
openfile10           107176ops    10696ops/s   0.0mb/s  81004.5ns/op [1395ns - 192501323ns]
closefile9           107175ops    10696ops/s   0.0mb/s    688.6ns/op [255ns - 1203626ns]
readfile9            107175ops    10696ops/s 165.4mb/s   6781.4ns/op [827ns - 35752502ns]
openfile9            107173ops    10696ops/s   0.0mb/s  84868.7ns/op [1394ns - 189396383ns]
closefile8           107169ops    10695ops/s   0.0mb/s    758.9ns/op [255ns - 4804455ns]
readfile8            107169ops    10695ops/s 164.8mb/s   7962.0ns/op [847ns - 77946639ns]
openfile8            107162ops    10695ops/s   0.0mb/s  80109.1ns/op [1415ns - 242962803ns]
closefile7           107161ops    10694ops/s   0.0mb/s    681.0ns/op [254ns - 1262978ns]
readfile7            107161ops    10694ops/s 164.6mb/s   6882.8ns/op [973ns - 39041436ns]
openfile7            107154ops    10694ops/s   0.0mb/s  75734.6ns/op [1381ns - 187444261ns]
closefile6           107150ops    10693ops/s   0.0mb/s    790.3ns/op [256ns - 5072672ns]
