Filebench Version 1.5-alpha3
0.000: Allocated 173MB of shared memory
0.002: Web-server Version 3.1 personality successfully loaded
0.002: Populating and pre-allocating filesets
0.004: logfiles populated: 1 files, avg. dir. width = 20, avg. dir. depth = 0.0, 0 leafdirs, 0.002MB total size
0.005: Removing logfiles tree (if exists)
0.007: Pre-allocating directories in logfiles tree
0.007: Pre-allocating files in logfiles tree
0.011: bigfileset populated: 8000 files, avg. dir. width = 20, avg. dir. depth = 3.0, 0 leafdirs, 123.244MB total size
0.011: Removing bigfileset tree (if exists)
0.291: Pre-allocating directories in bigfileset tree
0.293: Pre-allocating files in bigfileset tree
0.419: Waiting for pre-allocation to finish (in case of a parallel pre-allocation)
0.419: Population and pre-allocation of filesets completed
0.419: Starting 1 filereader instances
1.422: Running...and log for each ten seconds...
11.435: parser_run Run took 10 seconds...
11.486: Per-Operation Breakdown
appendlog            177000ops    17682ops/s 138.5mb/s 456381.8ns/op [39ns - 126101929ns]
closefile10          176903ops    17672ops/s   0.0mb/s    702.5ns/op [249ns - 2270586ns]
readfile10           176903ops    17672ops/s 272.4mb/s  12930.0ns/op [735ns - 62493861ns]
openfile10           176907ops    17672ops/s   0.0mb/s 122048.9ns/op [1131ns - 117034681ns]
closefile9           176907ops    17672ops/s   0.0mb/s    789.4ns/op [255ns - 8066552ns]
readfile9            176907ops    17672ops/s 271.9mb/s  12335.5ns/op [725ns - 61715028ns]
openfile9            176912ops    17673ops/s   0.0mb/s 127470.6ns/op [1244ns - 155099084ns]
closefile8           176915ops    17673ops/s   0.0mb/s   1162.8ns/op [256ns - 40069121ns]
readfile8            176915ops    17673ops/s 272.9mb/s  12818.4ns/op [737ns - 47514753ns]
openfile8            176918ops    17673ops/s   0.0mb/s 122021.7ns/op [1278ns - 99453347ns]
closefile7           176921ops    17674ops/s   0.0mb/s   1742.7ns/op [257ns - 169454476ns]
readfile7            176921ops    17674ops/s 270.9mb/s  14880.8ns/op [711ns - 62688506ns]
openfile7            176925ops    17674ops/s   0.0mb/s 125367.9ns/op [1292ns - 126631960ns]
closefile6           176932ops    17675ops/s   0.0mb/s    962.9ns/op [257ns - 26853868ns]
readfile6            176932ops    17675ops/s 272.1mb/s  14985.7ns/op [866ns - 108738416ns]
openfile6            176937ops    17675ops/s   0.0mb/s 129149.1ns/op [1300ns - 154440525ns]
closefile5           176941ops    17676ops/s   0.0mb/s    879.7ns/op [256ns - 20903194ns]
readfile5            176941ops    17676ops/s 271.9mb/s  17229.3ns/op [887ns - 62560024ns]
openfile5            176945ops    17676ops/s   0.0mb/s 126559.9ns/op [1227ns - 128708507ns]
closefile4           176950ops    17677ops/s   0.0mb/s    785.5ns/op [259ns - 5690058ns]
readfile4            176950ops    17677ops/s 273.2mb/s  14539.0ns/op [767ns - 62593600ns]
openfile4            176953ops    17677ops/s   0.0mb/s 133665.7ns/op [1250ns - 152598783ns]
closefile3           176958ops    17677ops/s   0.0mb/s    892.9ns/op [256ns - 13053945ns]
readfile3            176958ops    17677ops/s 273.4mb/s  17716.1ns/op [697ns - 62455779ns]
openfile3            176960ops    17678ops/s   0.0mb/s 138089.3ns/op [1227ns - 137697316ns]
closefile2           176964ops    17678ops/s   0.0mb/s    799.3ns/op [261ns - 4376259ns]
readfile2            176964ops    17678ops/s 272.1mb/s  18256.5ns/op [760ns - 116404153ns]
openfile2            176969ops    17678ops/s   0.0mb/s 146245.4ns/op [1225ns - 145022957ns]
closefile1           176973ops    17679ops/s   0.0mb/s    966.9ns/op [267ns - 32989210ns]
readfile1            176973ops    17679ops/s 272.1mb/s  17611.9ns/op [796ns - 61580614ns]
openfile1            176980ops    17680ops/s   0.0mb/s 163664.7ns/op [1356ns - 328434647ns]
11.486: IO Summary: 5485134 ops 547941.067 ops/s 176752/17682 rd/wr 2861.3mb/s   0.2ms/op
21.524: parser_run Run took 20 seconds...
21.574: Per-Operation Breakdown
appendlog            172464ops    17184ops/s 133.8mb/s 588518.8ns/op [38ns - 153020281ns]
closefile10          172467ops    17185ops/s   0.0mb/s    971.5ns/op [248ns - 43612966ns]
readfile10           172467ops    17185ops/s 264.7mb/s   7106.2ns/op [765ns - 24519381ns]
openfile10           172471ops    17185ops/s   0.0mb/s 120665.1ns/op [1440ns - 109213796ns]
closefile9           172475ops    17185ops/s   0.0mb/s    973.4ns/op [251ns - 28647079ns]
readfile9            172475ops    17185ops/s 265.8mb/s   6980.1ns/op [821ns - 21928752ns]
openfile9            172478ops    17186ops/s   0.0mb/s 120779.5ns/op [1394ns - 116963695ns]
closefile8           172477ops    17186ops/s   0.0mb/s    886.5ns/op [248ns - 30938772ns]
readfile8            172477ops    17186ops/s 265.4mb/s   7176.3ns/op [787ns - 41641191ns]
