Filebench Version 1.5-alpha3
0.000: Allocated 173MB of shared memory
0.002: Web-server Version 3.1 personality successfully loaded
0.002: Populating and pre-allocating filesets
0.005: logfiles populated: 1 files, avg. dir. width = 20, avg. dir. depth = 0.0, 0 leafdirs, 0.002MB total size
0.005: Removing logfiles tree (if exists)
0.007: Pre-allocating directories in logfiles tree
0.007: Pre-allocating files in logfiles tree
0.011: bigfileset populated: 8000 files, avg. dir. width = 20, avg. dir. depth = 3.0, 0 leafdirs, 123.244MB total size
0.011: Removing bigfileset tree (if exists)
0.292: Pre-allocating directories in bigfileset tree
0.295: Pre-allocating files in bigfileset tree
0.420: Waiting for pre-allocation to finish (in case of a parallel pre-allocation)
0.420: Population and pre-allocation of filesets completed
0.420: Starting 1 filereader instances
1.424: Running...and log for each ten seconds...
11.430: parser_run Run took 10 seconds...
11.486: Per-Operation Breakdown
appendlog            180894ops    18075ops/s 141.0mb/s 595899.7ns/op [35ns - 257427186ns]
closefile10          180804ops    18066ops/s   0.0mb/s    866.0ns/op [255ns - 18743749ns]
readfile10           180804ops    18066ops/s 278.4mb/s   6894.3ns/op [845ns - 15499104ns]
openfile10           180807ops    18067ops/s   0.0mb/s 119384.2ns/op [1221ns - 141726688ns]
closefile9           180807ops    18067ops/s   0.0mb/s    815.9ns/op [255ns - 9118808ns]
readfile9            180807ops    18067ops/s 278.2mb/s   8245.9ns/op [856ns - 96882641ns]
openfile9            180808ops    18067ops/s   0.0mb/s 123592.1ns/op [1336ns - 180070842ns]
closefile8           180809ops    18067ops/s   0.0mb/s   1100.1ns/op [255ns - 35994723ns]
readfile8            180809ops    18067ops/s 278.0mb/s   7466.1ns/op [874ns - 47815703ns]
openfile8            180809ops    18067ops/s   0.0mb/s 121792.9ns/op [1318ns - 110315457ns]
closefile7           180810ops    18067ops/s   0.0mb/s    845.3ns/op [253ns - 11659350ns]
readfile7            180810ops    18067ops/s 278.1mb/s   7416.5ns/op [867ns - 29892356ns]
openfile7            180814ops    18067ops/s   0.0mb/s 122006.0ns/op [1427ns - 142887931ns]
closefile6           180816ops    18068ops/s   0.0mb/s    887.2ns/op [259ns - 12477163ns]
readfile6            180817ops    18068ops/s 279.0mb/s   8083.8ns/op [860ns - 112746461ns]
openfile6            180819ops    18068ops/s   0.0mb/s 123863.9ns/op [1434ns - 108818517ns]
closefile5           180820ops    18068ops/s   0.0mb/s    923.9ns/op [255ns - 19507380ns]
readfile5            180820ops    18068ops/s 277.8mb/s   7098.7ns/op [765ns - 14026498ns]
openfile5            180823ops    18068ops/s   0.0mb/s 125694.3ns/op [1361ns - 116935070ns]
closefile4           180823ops    18068ops/s   0.0mb/s    768.2ns/op [256ns - 4093894ns]
readfile4            180823ops    18068ops/s 279.2mb/s   6956.6ns/op [924ns - 20370465ns]
openfile4            180825ops    18069ops/s   0.0mb/s 128174.9ns/op [1493ns - 122746873ns]
closefile3           180830ops    18069ops/s   0.0mb/s    992.3ns/op [255ns - 22814269ns]
readfile3            180830ops    18069ops/s 277.8mb/s   7472.4ns/op [903ns - 24207026ns]
openfile3            180832ops    18069ops/s   0.0mb/s 131643.3ns/op [1478ns - 123031164ns]
closefile2           180834ops    18069ops/s   0.0mb/s    966.0ns/op [256ns - 11741612ns]
readfile2            180834ops    18069ops/s 278.7mb/s   7118.9ns/op [819ns - 15772581ns]
openfile2            180837ops    18070ops/s   0.0mb/s 143252.1ns/op [1490ns - 143075775ns]
closefile1           180845ops    18071ops/s   0.0mb/s    780.2ns/op [262ns - 4724920ns]
readfile1            180846ops    18071ops/s 278.2mb/s   7204.1ns/op [908ns - 19361929ns]
openfile1            180852ops    18071ops/s   0.0mb/s 152408.4ns/op [1532ns - 152953960ns]
11.487: IO Summary: 5605518 ops 560119.936 ops/s 180681/18075 rd/wr 2924.5mb/s   0.2ms/op
21.531: parser_run Run took 20 seconds...
21.584: Per-Operation Breakdown
appendlog            170198ops    16946ops/s 132.2mb/s 677845.6ns/op [41ns - 139411779ns]
closefile10          170195ops    16946ops/s   0.0mb/s    724.5ns/op [256ns - 7872172ns]
readfile10           170195ops    16946ops/s 260.7mb/s   7938.2ns/op [854ns - 66502436ns]
openfile10           170195ops    16946ops/s   0.0mb/s 118542.1ns/op [1280ns - 179103340ns]
closefile9           170202ops    16946ops/s   0.0mb/s    745.8ns/op [254ns - 3226560ns]
readfile9            170202ops    16946ops/s 261.7mb/s   7801.4ns/op [846ns - 68086588ns]
openfile9            170208ops    16947ops/s   0.0mb/s 118829.2ns/op [1277ns - 149152464ns]
closefile8           170210ops    16947ops/s   0.0mb/s   1004.4ns/op [251ns - 31990750ns]
readfile8            170211ops    16947ops/s 261.0mb/s   7651.5ns/op [869ns - 39851906ns]
openfile8            170218ops    16948ops/s   0.0mb/s 116091.7ns/op [1343ns - 99569116ns]
closefile7           170223ops    16948ops/s   0.0mb/s    790.4ns/op [254ns - 20580690ns]
readfile7            170223ops    16948ops/s 261.0mb/s   8122.9ns/op [865ns - 102081804ns]
openfile7            170224ops    16948ops/s   0.0mb/s 116913.8ns/op [1304ns - 151238121ns]
closefile6           170227ops    16949ops/s   0.0mb/s    977.3ns/op [255ns - 20087286ns]
readfile6            170227ops    16949ops/s 260.5mb/s   6718.0ns/op [844ns - 15397384ns]
openfile6            170230ops    16949ops/s   0.0mb/s 119613.4ns/op [1381ns - 106265485ns]
closefile5           170234ops    16949ops/s   0.0mb/s    903.3ns/op [250ns - 16084138ns]
readfile5            170234ops    16949ops/s 261.4mb/s   7627.4ns/op [919ns - 62660013ns]
openfile5            170234ops    16949ops/s   0.0mb/s 122196.9ns/op [1297ns - 161687152ns]
closefile4           170237ops    16950ops/s   0.0mb/s    845.8ns/op [258ns - 14090688ns]
readfile4            170238ops    16950ops/s 260.8mb/s   7183.5ns/op [862ns - 20278217ns]
openfile4            170242ops    16950ops/s   0.0mb/s 127383.9ns/op [1371ns - 121081163ns]
closefile3           170239ops    16950ops/s   0.0mb/s    810.4ns/op [257ns - 8492198ns]
readfile3            170239ops    16950ops/s 261.3mb/s   7502.4ns/op [895ns - 20564634ns]
openfile3            170240ops    16950ops/s   0.0mb/s 126821.5ns/op [1356ns - 116596787ns]
closefile2           170241ops    16950ops/s   0.0mb/s   1217.6ns/op [247ns - 30240439ns]
readfile2            170241ops    16950ops/s 261.3mb/s   8726.8ns/op [757ns - 73705349ns]
openfile2            170246ops    16951ops/s   0.0mb/s 133000.2ns/op [1308ns - 147003159ns]
closefile1           170245ops    16951ops/s   0.0mb/s    869.9ns/op [265ns - 11582677ns]
readfile1            170244ops    16950ops/s 261.3mb/s   7138.0ns/op [876ns - 19795411ns]
