Filebench Version 1.5-alpha3
0.000: Allocated 173MB of shared memory
0.001: Web-server Version 3.1 personality successfully loaded
0.001: Populating and pre-allocating filesets
0.002: logfiles populated: 1 files, avg. dir. width = 20, avg. dir. depth = 0.0, 0 leafdirs, 0.002MB total size
0.002: Removing logfiles tree (if exists)
0.002: Pre-allocating directories in logfiles tree
0.002: Pre-allocating files in logfiles tree
0.006: bigfileset populated: 8000 files, avg. dir. width = 20, avg. dir. depth = 3.0, 0 leafdirs, 123.244MB total size
0.006: Removing bigfileset tree (if exists)
0.423: Pre-allocating directories in bigfileset tree
0.426: Pre-allocating files in bigfileset tree
0.570: Waiting for pre-allocation to finish (in case of a parallel pre-allocation)
0.570: Population and pre-allocation of filesets completed
0.570: Starting 1 filereader instances
1.574: Running...and log for each ten seconds...
11.578: parser_run Run took 10 seconds...
11.630: Per-Operation Breakdown
appendlog            199320ops    19931ops/s 155.9mb/s 250818.3ns/op [35ns - 28732518ns]
closefile10          199231ops    19922ops/s   0.0mb/s   1189.4ns/op [290ns - 8975369ns]
readfile10           199231ops    19922ops/s 306.8mb/s   8464.3ns/op [1019ns - 10617897ns]
openfile10           199234ops    19922ops/s   0.0mb/s 119039.6ns/op [1472ns - 98101647ns]
closefile9           199238ops    19922ops/s   0.0mb/s   1122.5ns/op [296ns - 5268057ns]
readfile9            199239ops    19923ops/s 307.5mb/s   9123.3ns/op [994ns - 46268991ns]
openfile9            199242ops    19923ops/s   0.0mb/s 119035.5ns/op [1521ns - 70505533ns]
closefile8           199247ops    19923ops/s   0.0mb/s   1172.6ns/op [288ns - 4717179ns]
readfile8            199247ops    19923ops/s 307.0mb/s   8189.4ns/op [1063ns - 12024851ns]
openfile8            199250ops    19924ops/s   0.0mb/s 117492.7ns/op [1453ns - 27914811ns]
closefile7           199253ops    19924ops/s   0.0mb/s   1001.7ns/op [290ns - 3112847ns]
readfile7            199253ops    19924ops/s 306.6mb/s   8480.7ns/op [1100ns - 9714759ns]
openfile7            199254ops    19924ops/s   0.0mb/s 118917.3ns/op [1552ns - 69860669ns]
closefile6           199257ops    19924ops/s   0.0mb/s   1145.8ns/op [292ns - 4575349ns]
readfile6            199257ops    19924ops/s 306.7mb/s   8810.8ns/op [1014ns - 24897544ns]
openfile6            199257ops    19924ops/s   0.0mb/s 120443.1ns/op [1494ns - 29409281ns]
closefile5           199258ops    19924ops/s   0.0mb/s   1180.1ns/op [292ns - 6909188ns]
readfile5            199258ops    19924ops/s 306.6mb/s   8710.1ns/op [1085ns - 10510391ns]
openfile5            199259ops    19925ops/s   0.0mb/s 121340.9ns/op [1599ns - 25239441ns]
closefile4           199261ops    19925ops/s   0.0mb/s   1101.0ns/op [290ns - 5781299ns]
readfile4            199261ops    19925ops/s 307.2mb/s   8625.0ns/op [993ns - 22870428ns]
openfile4            199263ops    19925ops/s   0.0mb/s 121875.1ns/op [1470ns - 76034753ns]
closefile3           199266ops    19925ops/s   0.0mb/s   1071.7ns/op [291ns - 4369393ns]
readfile3            199266ops    19925ops/s 306.3mb/s   8448.3ns/op [1080ns - 9273586ns]
openfile3            199270ops    19926ops/s   0.0mb/s 124703.0ns/op [1641ns - 50980039ns]
closefile2           199273ops    19926ops/s   0.0mb/s   1210.2ns/op [290ns - 6163917ns]
readfile2            199274ops    19926ops/s 307.3mb/s   8743.7ns/op [1030ns - 6254483ns]
openfile2            199276ops    19926ops/s   0.0mb/s 130482.1ns/op [1717ns - 63908575ns]
closefile1           199278ops    19926ops/s   0.0mb/s   1281.7ns/op [295ns - 6111698ns]
readfile1            199278ops    19926ops/s 307.3mb/s   8754.5ns/op [1068ns - 7610265ns]
openfile1            199280ops    19927ops/s   0.0mb/s 130961.2ns/op [1726ns - 119663408ns]
11.630: IO Summary: 6177031 ops 617660.850 ops/s 199243/19931 rd/wr 3225.3mb/s   0.1ms/op
21.635: parser_run Run took 20 seconds...
21.683: Per-Operation Breakdown
appendlog            176468ops    17643ops/s 137.8mb/s 356361.9ns/op [23ns - 108008304ns]
closefile10          176474ops    17644ops/s   0.0mb/s   1338.8ns/op [347ns - 7782309ns]
readfile10           176474ops    17644ops/s 272.6mb/s   8890.5ns/op [1026ns - 66478275ns]
openfile10           176479ops    17644ops/s   0.0mb/s 121735.5ns/op [1491ns - 83087546ns]
closefile9           176478ops    17644ops/s   0.0mb/s   1152.4ns/op [283ns - 18712720ns]
readfile9            176479ops    17644ops/s 272.1mb/s   8734.0ns/op [942ns - 24405594ns]
openfile9            176486ops    17645ops/s   0.0mb/s 121903.0ns/op [1477ns - 83928538ns]
closefile8           176484ops    17645ops/s   0.0mb/s   1269.1ns/op [282ns - 6080832ns]
readfile8            176484ops    17645ops/s 272.0mb/s   8157.5ns/op [992ns - 13578222ns]
openfile8            176482ops    17645ops/s   0.0mb/s 119645.1ns/op [1433ns - 71420055ns]
closefile7           176485ops    17645ops/s   0.0mb/s   1249.5ns/op [285ns - 22400402ns]
readfile7            176485ops    17645ops/s 271.9mb/s   8893.3ns/op [1020ns - 32394008ns]
openfile7            176490ops    17646ops/s   0.0mb/s 120467.6ns/op [1468ns - 83266697ns]
closefile6           176489ops    17645ops/s   0.0mb/s   1208.1ns/op [330ns - 9504015ns]
readfile6            176490ops    17646ops/s 271.4mb/s   8846.4ns/op [1028ns - 41755376ns]
openfile6            176497ops    17646ops/s   0.0mb/s 125693.1ns/op [1403ns - 96532277ns]
closefile5           176501ops    17647ops/s   0.0mb/s   1127.4ns/op [348ns - 4943430ns]
readfile5            176501ops    17647ops/s 271.1mb/s   8660.7ns/op [1006ns - 17314559ns]
openfile5            176503ops    17647ops/s   0.0mb/s 122906.5ns/op [1486ns - 69640896ns]
closefile4           176507ops    17647ops/s   0.0mb/s   1176.0ns/op [347ns - 12882904ns]
readfile4            176507ops    17647ops/s 271.7mb/s   9036.8ns/op [1070ns - 24278560ns]
openfile4            176507ops    17647ops/s   0.0mb/s 124051.4ns/op [1506ns - 103784473ns]
closefile3           176508ops    17647ops/s   0.0mb/s   1225.9ns/op [349ns - 6594407ns]
readfile3            176508ops    17647ops/s 272.0mb/s   9167.0ns/op [1074ns - 35487466ns]
openfile3            176508ops    17647ops/s   0.0mb/s 128537.0ns/op [1527ns - 84988328ns]
closefile2           176509ops    17647ops/s   0.0mb/s   1159.3ns/op [327ns - 7623178ns]
readfile2            176508ops    17647ops/s 271.7mb/s   9456.6ns/op [1098ns - 24810411ns]
openfile2            176512ops    17648ops/s   0.0mb/s 131502.5ns/op [1528ns - 90398188ns]
closefile1           176516ops    17648ops/s   0.0mb/s   1352.5ns/op [360ns - 11917546ns]
readfile1            176516ops    17648ops/s 271.9mb/s   9620.0ns/op [1137ns - 17599977ns]
openfile1            176517ops    17648ops/s   0.0mb/s 128678.4ns/op [1600ns - 80147752ns]
21.683: IO Summary: 5471352 ops 547029.680 ops/s 176461/17643 rd/wr 2856.3mb/s   0.2ms/op
31.685: parser_run Run took 30 seconds...
31.733: Per-Operation Breakdown
appendlog            172939ops    17292ops/s 135.0mb/s 400486.8ns/op [36ns - 98419995ns]
closefile10          172936ops    17292ops/s   0.0mb/s   1229.5ns/op [293ns - 18562866ns]
readfile10           172936ops    17292ops/s 265.7mb/s   9251.3ns/op [1082ns - 21024012ns]
openfile10           172933ops    17292ops/s   0.0mb/s 125855.4ns/op [1449ns - 93454917ns]
closefile9           172934ops    17292ops/s   0.0mb/s   1343.1ns/op [346ns - 33282515ns]
readfile9            172934ops    17292ops/s 266.1mb/s   9422.6ns/op [1038ns - 21230552ns]
openfile9            172930ops    17292ops/s   0.0mb/s 127471.9ns/op [1524ns - 71468144ns]
closefile8           172931ops    17292ops/s   0.0mb/s   1054.7ns/op [296ns - 5192692ns]
readfile8            172931ops    17292ops/s 266.2mb/s   8789.4ns/op [1123ns - 15619849ns]
openfile8            172933ops    17292ops/s   0.0mb/s 122932.0ns/op [1448ns - 67271584ns]
closefile7           172932ops    17292ops/s   0.0mb/s   1170.6ns/op [344ns - 6173670ns]
readfile7            172932ops    17292ops/s 267.0mb/s   8479.9ns/op [1030ns - 10930938ns]
openfile7            172928ops    17291ops/s   0.0mb/s 124740.6ns/op [1552ns - 94763707ns]
closefile6           172929ops    17291ops/s   0.0mb/s   1187.5ns/op [353ns - 7604041ns]
readfile6            172928ops    17291ops/s 266.1mb/s   9206.7ns/op [1129ns - 18691461ns]
openfile6            172929ops    17291ops/s   0.0mb/s 126691.4ns/op [1580ns - 46071273ns]
closefile5           172927ops    17291ops/s   0.0mb/s   1227.4ns/op [340ns - 6805315ns]
readfile5            172927ops    17291ops/s 266.2mb/s   8857.1ns/op [1101ns - 21357966ns]
openfile5            172926ops    17291ops/s   0.0mb/s 129305.0ns/op [1476ns - 114595627ns]
