Filebench Version 1.5-alpha3
0.000: Allocated 173MB of shared memory
0.001: Web-server Version 3.1 personality successfully loaded
0.001: Populating and pre-allocating filesets
0.002: logfiles populated: 1 files, avg. dir. width = 20, avg. dir. depth = 0.0, 0 leafdirs, 0.002MB total size
0.002: Removing logfiles tree (if exists)
0.002: Pre-allocating directories in logfiles tree
0.002: Pre-allocating files in logfiles tree
0.007: bigfileset populated: 8000 files, avg. dir. width = 20, avg. dir. depth = 3.0, 0 leafdirs, 123.244MB total size
0.007: Removing bigfileset tree (if exists)
0.437: Pre-allocating directories in bigfileset tree
0.450: Pre-allocating files in bigfileset tree
0.600: Waiting for pre-allocation to finish (in case of a parallel pre-allocation)
0.600: Population and pre-allocation of filesets completed
0.600: Starting 1 filereader instances
1.604: Running...and log for each ten seconds...
11.607: parser_run Run took 10 seconds...
11.657: Per-Operation Breakdown
appendlog            189037ops    18903ops/s 147.6mb/s 232383.9ns/op [31ns - 28774508ns]
closefile10          188942ops    18893ops/s   0.0mb/s   1219.6ns/op [285ns - 6427393ns]
readfile10           188942ops    18893ops/s 292.3mb/s   9407.8ns/op [1117ns - 42175180ns]
openfile10           188943ops    18893ops/s   0.0mb/s 132095.3ns/op [1430ns - 37659343ns]
closefile9           188948ops    18894ops/s   0.0mb/s   1120.4ns/op [291ns - 6480330ns]
readfile9            188948ops    18894ops/s 291.4mb/s   9585.5ns/op [941ns - 16331307ns]
openfile9            188955ops    18894ops/s   0.0mb/s 128208.2ns/op [1400ns - 30663217ns]
closefile8           188962ops    18895ops/s   0.0mb/s   1169.4ns/op [280ns - 3781434ns]
readfile8            188963ops    18895ops/s 289.8mb/s   9064.8ns/op [1069ns - 8573673ns]
openfile8            188972ops    18896ops/s   0.0mb/s 128510.6ns/op [1401ns - 75727015ns]
closefile7           188975ops    18896ops/s   0.0mb/s   1193.4ns/op [287ns - 5098818ns]
readfile7            188975ops    18896ops/s 290.6mb/s   9092.8ns/op [1129ns - 16582765ns]
openfile7            188976ops    18896ops/s   0.0mb/s 127981.3ns/op [1384ns - 58175652ns]
closefile6           188979ops    18897ops/s   0.0mb/s   1166.8ns/op [284ns - 4938253ns]
readfile6            188979ops    18897ops/s 290.5mb/s   9193.1ns/op [1143ns - 8598671ns]
openfile6            188985ops    18897ops/s   0.0mb/s 129989.3ns/op [1484ns - 49801253ns]
closefile5           188989ops    18898ops/s   0.0mb/s   1185.7ns/op [286ns - 4104095ns]
readfile5            188989ops    18898ops/s 291.8mb/s   9400.4ns/op [1127ns - 8787459ns]
openfile5            188996ops    18898ops/s   0.0mb/s 131154.6ns/op [1423ns - 135777881ns]
closefile4           189000ops    18899ops/s   0.0mb/s   1170.2ns/op [284ns - 5135398ns]
readfile4            189000ops    18899ops/s 291.0mb/s   9538.2ns/op [1137ns - 30669327ns]
openfile4            189006ops    18899ops/s   0.0mb/s 130387.7ns/op [1424ns - 32685210ns]
closefile3           189009ops    18900ops/s   0.0mb/s   1082.5ns/op [287ns - 5160834ns]
readfile3            189009ops    18900ops/s 290.8mb/s   9370.1ns/op [1108ns - 22658189ns]
